bodyId,type,instance,somaSide,nt
543203,LLPC1,LLPC1_L,L,acetylcholine
543677,PAM01,PAM01(y5)_R,R,dopamine
544257,PAM10,PAM10(B1)_R,R,dopamine
544359,PAM10,PAM10(B1)_R,R,dopamine
544770,PAM04,PAM04(B2)_R,R,dopamine
547260,PAM10,PAM10(B1)_R,R,dopamine
550411,LLPC1,LLPC1_R,R,acetylcholine
552362,PAM12,PAM12(y3)_R,R,dopamine
553201,PAM09,PAM09(B1ped)_R,R,dopamine
558353,LLPC1,LLPC1_L,L,acetylcholine
567409,PAM04,PAM04(B2)_R,R,dopamine
577933,PAM06,PAM06(B'2m)_L,L,dopamine
580579,PAM03,PAM03(B2B'2a)_R,R,dopamine
580777,LLPC1,LLPC1_L,L,acetylcholine
800615,EN00B013,EN00B013_M,M,octopamine
800719,EN00B001,EN00B001_M,M,octopamine
801521,EN00B002,EN00B002_M,M,octopamine
801636,EN00B013,EN00B013_M,M,octopamine
802372,EN00B018,EN00B018_M,M,octopamine
802672,EN00B016,EN00B016_M,M,octopamine
803005,EN00B004,EN00B004_M,M,octopamine
803015,EN00B020,EN00B020_M,M,octopamine
803500,EN00B003,EN00B003_M,M,octopamine
804275,EN00B010,EN00B010_M,M,octopamine
804848,mesVUM-MJ,mesVUM-MJ_M,M,octopamine
806591,EN00B012,EN00B012_M,M,octopamine
807032,SNxx31,SNxx31_L,,serotonin
807560,EN00B015,EN00B015_M,M,octopamine
808163,EN00B010,EN00B010_M,M,octopamine
808353,EN00B013,EN00B013_M,M,octopamine
808551,EN00B011,EN00B011_M,M,octopamine
808845,EN00B011,EN00B011_M,M,octopamine
808856,EN00B004,EN00B004_M,M,octopamine
808963,SNpp23,,,serotonin
809889,SNpp23,,,serotonin
809974,EN00B010,EN00B010_M,M,octopamine
810009,SNpp23,,,serotonin
810453,EN00B016,EN00B016_M,M,octopamine
810770,SNpp23,,,serotonin
810972,SNpp23,,,serotonin
811119,SNpp23,,,serotonin
811406,EN00B027,EN00B027_M,M,octopamine
811414,EN00B016,EN00B016_M,M,octopamine
811415,EN00B015,EN00B015_M,M,octopamine
811431,EN00B019,EN00B019_M,M,octopamine
811545,SNpp23,,,serotonin
812296,SNpp23,,,serotonin
812633,EN00B027,EN00B027_M,M,octopamine
813201,EN00B008,EN00B008_M,M,octopamine
813255,EN00B017,EN00B017_M,M,octopamine
813264,EN00B008,EN00B008_M,M,octopamine
814117,EN00B026,EN00B026_M,M,octopamine
814514,SNpp23,,,serotonin
814590,EN00B026,EN00B026_M,M,octopamine
814927,SNpp23,,,serotonin
815430,EN00B015,EN00B015_M,M,octopamine
816236,EA00B022,EA00B022_M,M,octopamine
816440,SNpp23,,,serotonin
816720,SNpp23,,,serotonin
816918,EN00B008,EN00B008_M,M,octopamine
817169,SNpp23,,,serotonin
817363,EN00B023,EN00B023_M,M,octopamine
817798,EN00B024,EN00B024_M,M,octopamine
817804,SNpp23,,,serotonin
817838,EN00B013,EN00B013_M,M,octopamine
817862,EN00B026,EN00B026_M,M,octopamine
818502,EN00B023,EN00B023_M,M,octopamine
818527,EN00B026,EN00B026_M,M,octopamine
818993,EN00B026,EN00B026_M,M,octopamine
819159,SNpp23,,,serotonin
819342,EN00B023,EN00B023_M,M,octopamine
903484,EN00B003,EN00B003_M,M,octopamine
907489,EN00B026,EN00B026_M,M,octopamine
907835,EN00B010,EN00B010_M,M,octopamine
909818,PAM03,PAM03(B2B'2a)_R,R,dopamine
919506,SNxx31,SNxx31_R,,serotonin
920537,PAM09,PAM09(B1ped)_L,L,dopamine
928343,EN00B025,EN00B025_M,M,octopamine
933708,PAM14,PAM14(B'1m)_R,R,dopamine
451851712,DNg28,DNg28_L,L,serotonin
1050169910,EN00B025,EN00B025_M,M,octopamine
1050215716,EN00B023,EN00B023_M,M,octopamine
1051195433,EN00B026,EN00B026_M,M,octopamine
