type_pre,type_post,total,offset,weight,share
hDeltaF,hDeltaG,34,4,7,0.206
hDeltaE,hDeltaL,34,-3,3,0.088
hDeltaE,hDeltaL,34,-2,9,0.265
hDeltaE,hDeltaL,34,-1,1,0.029
hDeltaE,hDeltaL,34,0,5,0.147
hDeltaE,hDeltaL,34,1,1,0.029
hDeltaE,hDeltaL,34,2,7,0.206
hDeltaE,hDeltaL,34,3,1,0.029
hDeltaE,hDeltaL,34,4,7,0.206
hDeltaA,vDeltaF,34,1,1,0.029
hDeltaA,vDeltaF,34,2,18,0.529
hDeltaA,vDeltaF,34,3,13,0.382
hDeltaA,vDeltaF,34,4,2,0.059
PFR_b,vDeltaK,34,-2,1,0.029
PFR_b,vDeltaK,34,-1,9,0.265
PFR_b,vDeltaK,34,0,20,0.588
PFR_b,vDeltaK,34,1,4,0.118
hDeltaM,vDeltaI_b,34,-3,12,0.353
hDeltaM,vDeltaI_b,34,-2,2,0.059
hDeltaM,vDeltaI_b,34,3,3,0.088
hDeltaM,vDeltaI_b,34,4,17,0.5
FC1B,FS1A_c,34,-2,1,0.029
FC1B,FS1A_c,34,-1,5,0.147
FC1B,FS1A_c,34,0,27,0.794
FC1B,FS1A_c,34,1,1,0.029
PFNm_b,FS4C,34,-1,7,0.206
PFNm_b,FS4C,34,0,20,0.588
PFNm_b,FS4C,34,1,7,0.206
vDeltaF,vDeltaE,34,-2,1,0.029
vDeltaF,vDeltaE,34,-1,5,0.147
vDeltaF,vDeltaE,34,0,13,0.382
vDeltaF,vDeltaE,34,1,13,0.382
vDeltaF,vDeltaE,34,2,2,0.059
FS3_d,FS2,34,-3,1,0.029
FS3_d,FS2,34,-2,2,0.059
FS3_d,FS2,34,-1,11,0.324
FS3_d,FS2,34,0,5,0.147
FS3_d,FS2,34,1,5,0.147
FS3_d,FS2,34,2,3,0.088
FS3_d,FS2,34,3,1,0.029
FS3_d,FS2,34,4,6,0.176
vDeltaF,FS1A_a,34,-2,1,0.029
vDeltaF,FS1A_a,34,-1,3,0.088
vDeltaF,FS1A_a,34,0,19,0.559
vDeltaF,FS1A_a,34,1,7,0.206
vDeltaF,FS1A_a,34,2,4,0.118
hDeltaI,vDeltaM,34,-1,1,0.029
hDeltaI,vDeltaM,34,1,7,0.206
hDeltaI,vDeltaM,34,2,18,0.529
hDeltaI,vDeltaM,34,3,5,0.147
hDeltaI,vDeltaM,34,4,3,0.088
FS2,PFR_a,34,-1,3,0.088
FS2,PFR_a,34,0,27,0.794
FS2,PFR_a,34,1,4,0.118
hDeltaH,hDeltaA,33,-2,3,0.091
hDeltaH,hDeltaA,33,0,3,0.091
hDeltaH,hDeltaA,33,1,1,0.03
hDeltaH,hDeltaA,33,2,2,0.061
hDeltaH,hDeltaA,33,4,24,0.727
hDeltaM,hDeltaG,33,0,1,0.03
hDeltaM,hDeltaG,33,4,32,0.97
hDeltaA,vDeltaI_a,33,-1,13,0.394
hDeltaA,vDeltaI_a,33,0,14,0.424
hDeltaA,vDeltaI_a,33,1,3,0.091
hDeltaA,vDeltaI_a,33,3,1,0.03
hDeltaA,vDeltaI_a,33,4,2,0.061
hDeltaG,vDeltaG,33,-3,16,0.485
hDeltaG,vDeltaG,33,1,2,0.061
hDeltaG,vDeltaG,33,3,1,0.03
hDeltaG,vDeltaG,33,4,14,0.424
FC3_a,FS3_a,33,-1,4,0.121
FC3_a,FS3_a,33,0,24,0.727
FC3_a,FS3_a,33,1,5,0.152
hDeltaD,PFGs,33,-3,14,0.424
hDeltaD,PFGs,33,-2,1,0.03
hDeltaD,PFGs,33,4,18,0.545
FC1C_a,FS4C,33,-1,1,0.03
FC1C_a,FS4C,33,0,31,0.939
FC1C_a,FS4C,33,1,1,0.03
hDeltaC,FC3_a,33,-3,4,0.121
hDeltaC,FC3_a,33,0,1,0.03
hDeltaC,FC3_a,33,1,7,0.212
hDeltaC,FC3_a,33,2,7,0.212
hDeltaC,FC3_a,33,3,10,0.303
hDeltaC,FC3_a,33,4,4,0.121
hDeltaA,FC2B,33,-3,4,0.121
hDeltaA,FC2B,33,0,7,0.212
hDeltaA,FC2B,33,1,3,0.091
hDeltaA,FC2B,33,2,8,0.242
hDeltaA,FC2B,33,3,5,0.152
hDeltaA,FC2B,33,4,6,0.182
PFNv,FC3_c,33,-1,6,0.182
PFNv,FC3_c,33,0,23,0.697
PFNv,FC3_c,33,1,4,0.121
vDeltaK,PFR_a,33,-1,3,0.091
vDeltaK,PFR_a,33,0,24,0.727
vDeltaK,PFR_a,33,1,4,0.121
vDeltaK,PFR_a,33,2,2,0.061
FC1A,hDeltaJ,33,-3,2,0.061
FC1A,hDeltaJ,33,-2,3,0.091
FC1A,hDeltaJ,33,-1,3,0.091
FC1A,hDeltaJ,33,0,3,0.091
FC1A,hDeltaJ,33,1,6,0.182
FC1A,hDeltaJ,33,2,8,0.242
FC1A,hDeltaJ,33,3,8,0.242
FC3_a,FS1B_a,33,-1,6,0.182
FC3_a,FS1B_a,33,0,22,0.667
FC3_a,FS1B_a,33,1,3,0.091
FC3_a,FS1B_a,33,2,2,0.061
PFNv,FS3_c,33,-1,6,0.182
PFNv,FS3_c,33,0,20,0.606
PFNv,FS3_c,33,1,7,0.212
hDeltaD,FS3_c,33,-3,16,0.485
hDeltaD,FS3_c,33,4,17,0.515
PFR_a,vDeltaE,33,-2,1,0.03
PFR_a,vDeltaE,33,-1,4,0.121
PFR_a,vDeltaE,33,0,22,0.667
PFR_a,vDeltaE,33,1,6,0.182
FC1F,hDeltaI,33,-1,1,0.03
FC1F,hDeltaI,33,0,3,0.091
FC1F,hDeltaI,33,1,9,0.273
FC1F,hDeltaI,33,2,10,0.303
FC1F,hDeltaI,33,3,9,0.273
FC1F,hDeltaI,33,4,1,0.03
FC1F,PFNa,33,-1,7,0.212
FC1F,PFNa,33,0,20,0.606
FC1F,PFNa,33,1,6,0.182
FC2C,hDeltaE,33,-3,1,0.03
FC2C,hDeltaE,33,-1,8,0.242
FC2C,hDeltaE,33,0,4,0.121
FC2C,hDeltaE,33,1,3,0.091
FC2C,hDeltaE,33,2,1,0.03
FC2C,hDeltaE,33,3,5,0.152
FC2C,hDeltaE,33,4,11,0.333
PFNd,PFNv,33,-3,2,0.061
PFNd,PFNv,33,-2,3,0.091
PFNd,PFNv,33,-1,3,0.091
PFNd,PFNv,33,0,9,0.273
PFNd,PFNv,33,1,8,0.242
PFNd,PFNv,33,2,2,0.061
PFNd,PFNv,33,3,3,0.091
PFNd,PFNv,33,4,3,0.091
FS3_b,FS3_a,33,-3,3,0.091
FS3_b,FS3_a,33,-2,6,0.182
FS3_b,FS3_a,33,-1,4,0.121
FS3_b,FS3_a,33,0,4,0.121
FS3_b,FS3_a,33,1,5,0.152
FS3_b,FS3_a,33,2,5,0.152
FS3_b,FS3_a,33,3,3,0.091
FS3_b,FS3_a,33,4,3,0.091
vDeltaF,FC3_a,33,-2,1,0.03
vDeltaF,FC3_a,33,-1,9,0.273
vDeltaF,FC3_a,33,0,6,0.182
vDeltaF,FC3_a,33,1,10,0.303
vDeltaF,FC3_a,33,2,7,0.212
hDeltaB,PFL3,32,1,3,0.094
hDeltaB,PFL3,32,2,16,0.5
hDeltaB,PFL3,32,3,12,0.375
hDeltaB,PFL3,32,4,1,0.031
FC3_a,FC,32,-1,1,0.031
FC3_a,FC,32,0,22,0.688
FC3_a,FC,32,1,9,0.281
PFNm_a,PFNa,32,-3,1,0.031
PFNm_a,PFNa,32,-2,2,0.062
PFNm_a,PFNa,32,0,28,0.875
PFNm_a,PFNa,32,1,1,0.031
FC3_a,PFL3,32,-1,1,0.031
FC3_a,PFL3,32,0,28,0.875
FC3_a,PFL3,32,1,3,0.094
FC3_c,FC3_c,32,-2,1,0.031
FC3_c,FC3_c,32,-1,6,0.188
FC3_c,FC3_c,32,0,18,0.562
FC3_c,FC3_c,32,1,7,0.219
FC1A,hDeltaA,32,-1,4,0.125
FC1A,hDeltaA,32,0,1,0.031
FC1A,hDeltaA,32,1,9,0.281
FC1A,hDeltaA,32,2,9,0.281
FC1A,hDeltaA,32,3,7,0.219
FC1A,hDeltaA,32,4,2,0.062
PFNa,PFNv,32,-2,1,0.031
PFNa,PFNv,32,-1,2,0.062
PFNa,PFNv,32,0,27,0.844
PFNa,PFNv,32,3,1,0.031
PFNa,PFNv,32,4,1,0.031
hDeltaI,FS4C,32,0,1,0.031
hDeltaI,FS4C,32,1,9,0.281
hDeltaI,FS4C,32,2,5,0.156
hDeltaI,FS4C,32,3,11,0.344
hDeltaI,FS4C,32,4,6,0.188
hDeltaH,FC3_b,32,-3,12,0.375
hDeltaH,FC3_b,32,0,6,0.188
hDeltaH,FC3_b,32,1,2,0.062
hDeltaH,FC3_b,32,4,12,0.375
FC1C_b,FS1A_c,32,-3,1,0.031
FC1C_b,FS1A_c,32,-2,2,0.062
FC1C_b,FS1A_c,32,-1,3,0.094
FC1C_b,FS1A_c,32,0,18,0.562
FC1C_b,FS1A_c,32,1,3,0.094
FC1C_b,FS1A_c,32,3,3,0.094
FC1C_b,FS1A_c,32,4,2,0.062
FS3_a,FS3_b,32,-3,1,0.031
FS3_a,FS3_b,32,-2,3,0.094
FS3_a,FS3_b,32,-1,7,0.219
FS3_a,FS3_b,32,0,8,0.25
FS3_a,FS3_b,32,1,2,0.062
FS3_a,FS3_b,32,2,6,0.188
FS3_a,FS3_b,32,3,2,0.062
FS3_a,FS3_b,32,4,3,0.094
FS2,hDeltaJ,32,-3,3,0.094
FS2,hDeltaJ,32,-2,3,0.094
FS2,hDeltaJ,32,-1,1,0.031
FS2,hDeltaJ,32,0,4,0.125
FS2,hDeltaJ,32,1,5,0.156
FS2,hDeltaJ,32,2,11,0.344
FS2,hDeltaJ,32,3,5,0.156
FC1D,FS4A,32,-1,2,0.062
FC1D,FS4A,32,0,29,0.906
FC1D,FS4A,32,1,1,0.031
vDeltaI_a,PFL3,32,-1,4,0.125
vDeltaI_a,PFL3,32,0,15,0.469
vDeltaI_a,PFL3,32,1,12,0.375
vDeltaI_a,PFL3,32,2,1,0.031
FC3_b,hDeltaM,31,-1,7,0.226
FC3_b,hDeltaM,31,0,5,0.161
FC3_b,hDeltaM,31,3,11,0.355
FC3_b,hDeltaM,31,4,8,0.258
PFNm_a,vDeltaJ,31,-1,10,0.323
PFNm_a,vDeltaJ,31,0,21,0.677
FC3_a,hDeltaI,31,-2,1,0.032
FC3_a,hDeltaI,31,-1,1,0.032
FC3_a,hDeltaI,31,0,5,0.161
FC3_a,hDeltaI,31,1,9,0.29
FC3_a,hDeltaI,31,2,2,0.065
FC3_a,hDeltaI,31,3,9,0.29
FC3_a,hDeltaI,31,4,4,0.129
hDeltaM,vDeltaH,31,-3,10,0.323
hDeltaM,vDeltaH,31,-2,3,0.097
hDeltaM,vDeltaH,31,3,4,0.129
hDeltaM,vDeltaH,31,4,14,0.452
PFNa,FC2C,31,0,24,0.774
PFNa,FC2C,31,1,7,0.226
PFL3,PFL1,31,-2,5,0.161
PFL3,PFL1,31,-1,1,0.032
PFL3,PFL1,31,0,10,0.323
PFL3,PFL1,31,1,9,0.29
PFL3,PFL1,31,2,3,0.097
PFL3,PFL1,31,3,3,0.097
vDeltaJ,FC2B,31,-1,4,0.129
vDeltaJ,FC2B,31,0,12,0.387
vDeltaJ,FC2B,31,1,10,0.323
vDeltaJ,FC2B,31,2,5,0.161
FS1B_a,FS2,31,-3,1,0.032
FS1B_a,FS2,31,-2,3,0.097
FS1B_a,FS2,31,-1,6,0.194
FS1B_a,FS2,31,0,6,0.194
FS1B_a,FS2,31,1,6,0.194
FS1B_a,FS2,31,2,3,0.097
FS1B_a,FS2,31,3,6,0.194
vDeltaE,vDeltaD,31,-2,1,0.032
vDeltaE,vDeltaD,31,-1,12,0.387
vDeltaE,vDeltaD,31,0,12,0.387
vDeltaE,vDeltaD,31,1,6,0.194
FC3_a,FC1D,31,-1,7,0.226
FC3_a,FC1D,31,0,22,0.71
FC3_a,FC1D,31,1,2,0.065
PFNa,FC,30,-1,16,0.533
PFNa,FC,30,0,11,0.367
PFNa,FC,30,1,3,0.1
vDeltaI_b,vDeltaF,30,-3,1,0.033
vDeltaI_b,vDeltaF,30,-1,5,0.167
vDeltaI_b,vDeltaF,30,0,20,0.667
vDeltaI_b,vDeltaF,30,1,4,0.133
vDeltaM,vDeltaA_a,30,-2,2,0.067
vDeltaM,vDeltaA_a,30,-1,7,0.233
vDeltaM,vDeltaA_a,30,0,13,0.433
vDeltaM,vDeltaA_a,30,1,8,0.267
FC1E,FC,30,-1,10,0.333
FC1E,FC,30,0,13,0.433
FC1E,FC,30,1,7,0.233
PFNm_b,hDeltaD,30,-1,19,0.633
PFNm_b,hDeltaD,30,0,9,0.3
PFNm_b,hDeltaD,30,1,2,0.067
FC3_c,vDeltaI_a,30,-1,3,0.1
FC3_c,vDeltaI_a,30,0,23,0.767
FC3_c,vDeltaI_a,30,1,4,0.133
hDeltaJ,FS1B_a,30,-3,2,0.067
hDeltaJ,FS1B_a,30,-1,3,0.1
hDeltaJ,FS1B_a,30,0,1,0.033
hDeltaJ,FS1B_a,30,1,6,0.2
hDeltaJ,FS1B_a,30,2,5,0.167
hDeltaJ,FS1B_a,30,3,9,0.3
hDeltaJ,FS1B_a,30,4,4,0.133
vDeltaE,vDeltaF,30,-2,2,0.067
vDeltaE,vDeltaF,30,-1,7,0.233
vDeltaE,vDeltaF,30,0,16,0.533
vDeltaE,vDeltaF,30,1,5,0.167
FC2A,PFR_a,30,-1,4,0.133
FC2A,PFR_a,30,0,24,0.8
FC2A,PFR_a,30,1,2,0.067
vDeltaA_a,FC2C,30,-1,3,0.1
vDeltaA_a,FC2C,30,0,15,0.5
vDeltaA_a,FC2C,30,1,12,0.4
PFNa,PFNm_b,30,-2,1,0.033
PFNa,PFNm_b,30,-1,1,0.033
PFNa,PFNm_b,30,0,20,0.667
PFNa,PFNm_b,30,2,2,0.067
PFNa,PFNm_b,30,3,1,0.033
PFNa,PFNm_b,30,4,5,0.167
FC3_a,FS3_c,29,-1,2,0.069
FC3_a,FS3_c,29,0,27,0.931
PFR_a,vDeltaH,29,-1,14,0.483
PFR_a,vDeltaH,29,0,10,0.345
PFR_a,vDeltaH,29,1,5,0.172
PFNm_b,hDeltaJ,29,-2,1,0.034
PFNm_b,hDeltaJ,29,0,2,0.069
PFNm_b,hDeltaJ,29,1,10,0.345
PFNm_b,hDeltaJ,29,2,9,0.31
PFNm_b,hDeltaJ,29,3,7,0.241
vDeltaE,FR1,29,-2,1,0.034
vDeltaE,FR1,29,-1,6,0.207
vDeltaE,FR1,29,0,7,0.241
vDeltaE,FR1,29,1,13,0.448
vDeltaE,FR1,29,2,2,0.069
hDeltaL,FS4A,29,-3,1,0.034
hDeltaL,FS4A,29,0,2,0.069
hDeltaL,FS4A,29,1,3,0.103
hDeltaL,FS4A,29,2,5,0.172
hDeltaL,FS4A,29,3,2,0.069
hDeltaL,FS4A,29,4,16,0.552
FC3_b,PFL3,29,-1,5,0.172
FC3_b,PFL3,29,0,22,0.759
FC3_b,PFL3,29,1,2,0.069
FC1C_a,FS4A,29,0,27,0.931
FC1C_a,FS4A,29,1,2,0.069
PFR_b,hDeltaK,29,-2,3,0.103
PFR_b,hDeltaK,29,-1,5,0.172
PFR_b,hDeltaK,29,0,4,0.138
PFR_b,hDeltaK,29,1,5,0.172
PFR_b,hDeltaK,29,2,5,0.172
PFR_b,hDeltaK,29,3,7,0.241
FC1D,FS3_d,29,-1,4,0.138
FC1D,FS3_d,29,0,18,0.621
FC1D,FS3_d,29,1,7,0.241
FC1E,FC3_b,29,-1,7,0.241
FC1E,FC3_b,29,0,19,0.655
FC1E,FC3_b,29,1,3,0.103
hDeltaM,FC2C,29,-3,9,0.31
hDeltaM,FC2C,29,-2,1,0.034
hDeltaM,FC2C,29,4,19,0.655
FC3_a,FC2C,29,-1,3,0.103
FC3_a,FC2C,29,0,22,0.759
FC3_a,FC2C,29,1,4,0.138
PFGs,hDeltaJ,29,-3,5,0.172
PFGs,hDeltaJ,29,-2,6,0.207
PFGs,hDeltaJ,29,-1,3,0.103
PFGs,hDeltaJ,29,0,2,0.069
PFGs,hDeltaJ,29,1,3,0.103
PFGs,hDeltaJ,29,2,1,0.034
PFGs,hDeltaJ,29,3,2,0.069
PFGs,hDeltaJ,29,4,7,0.241
vDeltaK,FR1,29,-1,5,0.172
vDeltaK,FR1,29,0,14,0.483
vDeltaK,FR1,29,1,10,0.345
FC2C,vDeltaE,29,-3,1,0.034
FC2C,vDeltaE,29,-2,1,0.034
FC2C,vDeltaE,29,-1,8,0.276
FC2C,vDeltaE,29,0,15,0.517
FC2C,vDeltaE,29,1,4,0.138
FC2C,vDeltaD,29,-2,1,0.034
FC2C,vDeltaD,29,-1,5,0.172
FC2C,vDeltaD,29,0,15,0.517
FC2C,vDeltaD,29,1,8,0.276
FS2,FS4A,28,-3,2,0.071
FS2,FS4A,28,-2,1,0.036
FS2,FS4A,28,-1,2,0.071
FS2,FS4A,28,0,22,0.786
FS2,FS4A,28,4,1,0.036
vDeltaI_a,FC1E,28,-1,1,0.036
vDeltaI_a,FC1E,28,0,17,0.607
vDeltaI_a,FC1E,28,1,10,0.357
FC3_b,FC,28,-1,1,0.036
FC3_b,FC,28,0,20,0.714
FC3_b,FC,28,1,7,0.25
PFNd,FR1,28,-1,1,0.036
PFNd,FR1,28,0,10,0.357
PFNd,FR1,28,1,17,0.607
vDeltaJ,vDeltaJ,28,-1,7,0.25
vDeltaJ,vDeltaJ,28,0,16,0.571
vDeltaJ,vDeltaJ,28,1,4,0.143
vDeltaJ,vDeltaJ,28,2,1,0.036
hDeltaC,FS3_d,28,-3,2,0.071
hDeltaC,FS3_d,28,-2,1,0.036
hDeltaC,FS3_d,28,-1,2,0.071
hDeltaC,FS3_d,28,0,1,0.036
hDeltaC,FS3_d,28,1,10,0.357
hDeltaC,FS3_d,28,2,4,0.143
hDeltaC,FS3_d,28,3,5,0.179
hDeltaC,FS3_d,28,4,3,0.107
hDeltaI,FC2C,28,-3,5,0.179
hDeltaI,FC2C,28,0,1,0.036
hDeltaI,FC2C,28,1,5,0.179
hDeltaI,FC2C,28,2,4,0.143
hDeltaI,FC2C,28,3,9,0.321
hDeltaI,FC2C,28,4,4,0.143
FC2C,hDeltaH,28,-3,1,0.036
FC2C,hDeltaH,28,-1,7,0.25
FC2C,hDeltaH,28,0,7,0.25
FC2C,hDeltaH,28,3,5,0.179
FC2C,hDeltaH,28,4,8,0.286
PFGs,PFNd,28,-2,3,0.107
PFGs,PFNd,28,-1,16,0.571
PFGs,PFNd,28,0,7,0.25
PFGs,PFNd,28,1,2,0.071
FC3_c,PFNa,28,-1,6,0.214
FC3_c,PFNa,28,0,13,0.464
FC3_c,PFNa,28,1,9,0.321
FS3_b,FS2,28,-3,4,0.143
FS3_b,FS2,28,-2,2,0.071
FS3_b,FS2,28,-1,4,0.143
FS3_b,FS2,28,0,5,0.179
FS3_b,FS2,28,2,3,0.107
FS3_b,FS2,28,3,6,0.214
FS3_b,FS2,28,4,4,0.143
FS3_b,FS3_d,28,-3,4,0.143
FS3_b,FS3_d,28,-2,5,0.179
FS3_b,FS3_d,28,-1,1,0.036
FS3_b,FS3_d,28,0,3,0.107
FS3_b,FS3_d,28,1,2,0.071
FS3_b,FS3_d,28,2,5,0.179
FS3_b,FS3_d,28,3,6,0.214
FS3_b,FS3_d,28,4,2,0.071
PFGs,FC2C,28,-1,4,0.143
PFGs,FC2C,28,0,17,0.607
PFGs,FC2C,28,1,6,0.214
PFGs,FC2C,28,2,1,0.036
hDeltaB,FC3_c,27,1,1,0.037
hDeltaB,FC3_c,27,2,8,0.296
hDeltaB,FC3_c,27,3,10,0.37
hDeltaB,FC3_c,27,4,8,0.296
FC1C_a,PFR_b,27,-1,7,0.259
FC1C_a,PFR_b,27,0,16,0.593
FC1C_a,PFR_b,27,1,4,0.148
FC1B,PFR_a,27,-2,1,0.037
FC1B,PFR_a,27,-1,7,0.259
FC1B,PFR_a,27,0,17,0.63
FC1B,PFR_a,27,1,2,0.074
FC1A,FS4B,27,-1,4,0.148
FC1A,FS4B,27,0,19,0.704
FC1A,FS4B,27,1,4,0.148
FS2,FC3_a,27,-1,2,0.074
FS2,FC3_a,27,0,24,0.889
FS2,FC3_a,27,1,1,0.037
FC1C_b,PFR_b,27,-1,2,0.074
FC1C_b,PFR_b,27,0,22,0.815
FC1C_b,PFR_b,27,1,3,0.111
FC1C_a,FS1A_c,27,-3,1,0.037
FC1C_a,FS1A_c,27,-1,2,0.074
FC1C_a,FS1A_c,27,0,17,0.63
FC1C_a,FS1A_c,27,1,5,0.185
FC1C_a,FS1A_c,27,3,1,0.037
FC1C_a,FS1A_c,27,4,1,0.037
PFNd,FS3_c,27,0,13,0.481
PFNd,FS3_c,27,1,14,0.519
hDeltaA,FC3_b,27,-3,2,0.074
hDeltaA,FC3_b,27,0,4,0.148
hDeltaA,FC3_b,27,1,7,0.259
hDeltaA,FC3_b,27,2,2,0.074
hDeltaA,FC3_b,27,3,5,0.185
hDeltaA,FC3_b,27,4,7,0.259
PFR_a,FS1B_b,27,-1,3,0.111
PFR_a,FS1B_b,27,0,21,0.778
PFR_a,FS1B_b,27,1,3,0.111
PFR_b,FC3_c,27,-3,2,0.074
PFR_b,FC3_c,27,-1,1,0.037
PFR_b,FC3_c,27,0,22,0.815
PFR_b,FC3_c,27,1,2,0.074
PFNv,FC2C,27,-1,5,0.185
PFNv,FC2C,27,0,18,0.667
PFNv,FC2C,27,1,4,0.148
FC3_b,FS4C,27,0,23,0.852
FC3_b,FS4C,27,1,4,0.148
hDeltaI,FC1C_a,27,-3,3,0.111
hDeltaI,FC1C_a,27,1,4,0.148
hDeltaI,FC1C_a,27,2,6,0.222
hDeltaI,FC1C_a,27,3,6,0.222
hDeltaI,FC1C_a,27,4,8,0.296
FC,FS1A_c,27,-3,3,0.111
FC,FS1A_c,27,-2,2,0.074
FC,FS1A_c,27,-1,4,0.148
FC,FS1A_c,27,0,8,0.296
FC,FS1A_c,27,1,3,0.111
FC,FS1A_c,27,2,2,0.074
FC,FS1A_c,27,3,4,0.148
FC,FS1A_c,27,4,1,0.037
FS4A,vDeltaA_b,27,-2,2,0.074
FS4A,vDeltaA_b,27,-1,11,0.407
FS4A,vDeltaA_b,27,0,11,0.407
FS4A,vDeltaA_b,27,1,3,0.111
FC2A,FC2C,27,-1,6,0.222
FC2A,FC2C,27,0,19,0.704
FC2A,FC2C,27,1,2,0.074
FC2A,hDeltaC,27,-2,5,0.185
FC2A,hDeltaC,27,0,4,0.148
FC2A,hDeltaC,27,1,2,0.074
FC2A,hDeltaC,27,2,6,0.222
FC2A,hDeltaC,27,3,10,0.37
hDeltaI,vDeltaL,27,-3,1,0.037
hDeltaI,vDeltaL,27,1,8,0.296
hDeltaI,vDeltaL,27,2,8,0.296
hDeltaI,vDeltaL,27,3,3,0.111
hDeltaI,vDeltaL,27,4,7,0.259
vDeltaF,FC3_b,27,-1,1,0.037
vDeltaF,FC3_b,27,0,15,0.556
vDeltaF,FC3_b,27,1,7,0.259
vDeltaF,FC3_b,27,2,4,0.148
FC1A,FC2C,27,-1,6,0.222
FC1A,FC2C,27,0,18,0.667
FC1A,FC2C,27,1,3,0.111
FC1E,FC3_c,27,-1,6,0.222
FC1E,FC3_c,27,0,12,0.444
FC1E,FC3_c,27,1,7,0.259
FC1E,FC3_c,27,2,2,0.074
FC1D,hDeltaJ,27,-2,2,0.074
FC1D,hDeltaJ,27,0,5,0.185
FC1D,hDeltaJ,27,1,7,0.259
FC1D,hDeltaJ,27,2,9,0.333
FC1D,hDeltaJ,27,3,3,0.111
FC1D,hDeltaJ,27,4,1,0.037
FC1B,FS4A,26,-1,1,0.038
FC1B,FS4A,26,0,23,0.885
FC1B,FS4A,26,1,2,0.077
FC3_b,FS1B_a,26,-2,1,0.038
FC3_b,FS1B_a,26,-1,2,0.077
FC3_b,FS1B_a,26,0,20,0.769
FC3_b,FS1B_a,26,1,3,0.115
FS1B_a,FC2A,26,0,9,0.346
FS1B_a,FC2A,26,1,6,0.231
FS1B_a,FC2A,26,2,9,0.346
FS1B_a,FC2A,26,3,2,0.077
FC1F,FC,26,-2,1,0.038
FC1F,FC,26,-1,1,0.038
FC1F,FC,26,0,17,0.654
FC1F,FC,26,1,7,0.269
PFGs,FC3_c,26,-1,3,0.115
PFGs,FC3_c,26,0,20,0.769
PFGs,FC3_c,26,1,3,0.115
PFNa,hDeltaI,26,0,4,0.154
PFNa,hDeltaI,26,1,2,0.077
PFNa,hDeltaI,26,2,4,0.154
PFNa,hDeltaI,26,3,16,0.615
hDeltaB,vDeltaD,26,2,10,0.385
hDeltaB,vDeltaD,26,3,12,0.462
hDeltaB,vDeltaD,26,4,4,0.154
hDeltaG,FS3_b,26,-3,18,0.692
hDeltaG,FS3_b,26,1,1,0.038
hDeltaG,FS3_b,26,4,7,0.269
PFNv,vDeltaD,26,-1,6,0.231
PFNv,vDeltaD,26,0,19,0.731
PFNv,vDeltaD,26,1,1,0.038
vDeltaI_a,vDeltaF,26,-2,3,0.115
vDeltaI_a,vDeltaF,26,-1,2,0.077
vDeltaI_a,vDeltaF,26,0,17,0.654
vDeltaI_a,vDeltaF,26,1,3,0.115
vDeltaI_a,vDeltaF,26,2,1,0.038
hDeltaG,FS3_d,26,-3,14,0.538
hDeltaG,FS3_d,26,4,12,0.462
vDeltaG,FC3_b,26,-1,4,0.154
vDeltaG,FC3_b,26,0,18,0.692
vDeltaG,FC3_b,26,1,4,0.154
vDeltaB,FS4A,26,-1,6,0.231
vDeltaB,FS4A,26,0,14,0.538
vDeltaB,FS4A,26,1,5,0.192
vDeltaB,FS4A,26,2,1,0.038
FC3_a,FC1A,26,-1,1,0.038
FC3_a,FC1A,26,0,21,0.808
FC3_a,FC1A,26,1,4,0.154
PFGs,PFR_b,26,-1,2,0.077
PFGs,PFR_b,26,0,21,0.808
PFGs,PFR_b,26,1,3,0.115
hDeltaL,hDeltaG,26,-2,4,0.154
hDeltaL,hDeltaG,26,-1,5,0.192
hDeltaL,hDeltaG,26,0,3,0.115
hDeltaL,hDeltaG,26,1,6,0.231
hDeltaL,hDeltaG,26,2,3,0.115
hDeltaL,hDeltaG,26,3,1,0.038
hDeltaL,hDeltaG,26,4,4,0.154
FC2C,hDeltaK,26,-3,3,0.115
FC2C,hDeltaK,26,-2,8,0.308
FC2C,hDeltaK,26,-1,6,0.231
FC2C,hDeltaK,26,0,1,0.038
FC2C,hDeltaK,26,1,1,0.038
FC2C,hDeltaK,26,2,2,0.077
FC2C,hDeltaK,26,4,5,0.192
hDeltaC,FC3_c,26,0,4,0.154
hDeltaC,FC3_c,26,1,5,0.192
hDeltaC,FC3_c,26,2,8,0.308
hDeltaC,FC3_c,26,3,3,0.115
hDeltaC,FC3_c,26,4,6,0.231
PFNa,FC1C_a,26,-1,4,0.154
PFNa,FC1C_a,26,0,18,0.692
PFNa,FC1C_a,26,1,4,0.154
FC3_a,hDeltaM,26,-1,9,0.346
FC3_a,hDeltaM,26,0,8,0.308
FC3_a,hDeltaM,26,3,3,0.115
FC3_a,hDeltaM,26,4,6,0.231
vDeltaL,vDeltaI_a,26,-1,5,0.192
vDeltaL,vDeltaI_a,26,0,16,0.615
vDeltaL,vDeltaI_a,26,1,5,0.192
FS2,PFGs,26,-1,4,0.154
FS2,PFGs,26,0,19,0.731
FS2,PFGs,26,1,3,0.115
FC2C,hDeltaJ,26,-3,1,0.038
FC2C,hDeltaJ,26,-2,3,0.115
FC2C,hDeltaJ,26,-1,1,0.038
FC2C,hDeltaJ,26,0,5,0.192
FC2C,hDeltaJ,26,1,4,0.154
FC2C,hDeltaJ,26,2,6,0.231
