body_pre,body_post,weight,type_pre,type_post
512514,524073,6,EPG,EPG
512514,522992,6,EPG,PEG
512514,515193,6,EPG,PFR_a
512513,513464,6,EPG,EPG
512513,34652,6,EPG,ER1_b
512513,21752,6,EPG,ER2_c
512513,21449,6,EPG,ER2_c
512513,20559,6,EPG,ER2_a
512513,16440,6,EPG,ER4m
512513,17402,6,EPG,ER4m
512513,26417,6,EPG,PEN_b(PEN2)
512514,22084,6,EPG,EL
512514,20883,6,EPG,ER2_c
512514,13395,6,EPG,ER4m
512513,13395,6,EPG,ER4m
512513,12358,6,EPG,PEN_a(PEN1)
56799,513703,6,FC1A,FC3_a
56799,67250,6,FC1A,FC1B
56799,543298,6,FC1A,FC1D
62463,129790,6,PFNa,FC1F
62463,145039,6,PFNa,PFNa
62463,129715,6,PFNa,PFNa
62463,34085,6,PFNa,PFNa
62463,114009,6,PFNa,FC1B
62463,102209,6,PFNa,PFNa
62463,92611,6,PFNa,FC1A
62463,115260,6,PFNa,PFNa
62463,32520,6,PFNa,PFNa
62463,44152,6,PFNa,PFNa
533062,519941,6,ER3a_a,EPG
13732,73853,6,hDeltaI,hDeltaI
13732,17991,6,hDeltaI,hDeltaA
56839,69783,6,FC3_b,FC
56839,110323,6,FC3_b,FC1B
56839,515959,6,FC3_b,FC3_c
56839,516666,6,FC3_b,hDeltaH
56635,47796,6,FC1E,FC1A
16476,16869,6,Delta7,Delta7
16476,17286,6,Delta7,PFL3
16476,18419,6,Delta7,PEN_a(PEN1)
16476,69262,6,Delta7,PFNp_c
16476,107497,6,Delta7,PFNp_e
16476,519349,6,Delta7,PFL1
16476,518830,6,Delta7,PFR_b
16476,132382,6,Delta7,PFNp_e
16476,15399,6,Delta7,Delta7
16476,16008,6,Delta7,PEG
513266,18803,6,PFL3,PFL3
527653,556347,6,ER4d,EPG
527653,24382,6,ER4d,PEN_b(PEN2)
527653,23619,6,ER4d,PEN_b(PEN2)
527653,61590,6,ER4d,EL
527653,107195,6,ER4d,EPG
39690,109752,6,hDeltaE,FC2C
527653,20883,6,ER4d,ER2_c
533135,74366,6,PFNp_c,PFNp_c
533135,518704,6,PFNp_c,hDeltaC
56726,148830,6,hDeltaL,FC2C
36928,59230,6,ER3a_b,ER3m
36928,30206,6,ER3a_b,ER5
36928,22001,6,ER3a_b,ER5
36928,28430,6,ER3a_b,ER3m
36928,45427,6,ER3a_b,EL
529253,35429,6,FC3_c,hDeltaJ
529253,61930,6,FC3_c,FC1C_b
529253,532800,6,FC3_c,PFR_b
529253,129780,6,FC3_c,FC3_b
529253,19564,6,FC3_c,PFGs
529175,33598,6,hDeltaI,PFR_b
529175,535056,6,hDeltaI,hDeltaI
16553,40037,6,Delta7,PFNd
16553,16180,6,Delta7,Delta7
16553,18823,6,Delta7,Delta7
16553,18744,6,Delta7,PEN_a(PEN1)
16553,176343,6,Delta7,PFNp_b
512928,51159,6,EPG,EL
512928,47619,6,EPG,PFNa
512928,31786,6,EPG,PFR_b
512928,43683,6,EPG,ER3w_a
512928,26443,6,EPG,PEG
512928,21059,6,EPG,ER2_d
16553,83478,6,Delta7,PFNp_c
16553,149414,6,Delta7,PFNm_a
16553,523786,6,Delta7,EPG
512927,71503,6,PEN_a(PEN1),ER1_c
512927,67174,6,PEN_a(PEN1),ER1_a
512928,17024,6,EPG,Delta7
512927,35978,6,PEN_a(PEN1),ER1_b
512927,80867,6,PEN_a(PEN1),ER1_a
512927,37105,6,PEN_a(PEN1),ER1_b
512927,12358,6,PEN_a(PEN1),PEN_a(PEN1)
529207,16598,6,ER3p_a,ER3w_b
529207,45427,6,ER3p_a,EL
529207,40768,6,ER3p_a,EPGt
529207,520818,6,ER3p_a,EPG
529207,513464,6,ER3p_a,EPG
529207,131313,6,ER3p_a,EPG
529207,513346,6,ER3p_a,ER3w_b
529330,10539,6,ER3d_b,EPG
529330,519941,6,ER3d_b,EPG
529330,520812,6,ER3d_b,EPG
529330,14552,6,ER3d_b,EL
529330,44127,6,ER3d_b,ER3d_d
529330,556346,6,ER3d_b,EPG
529330,522759,6,ER3d_b,ER3d_d
529330,53618,6,ER3d_b,ER3p_b
529330,51159,6,ER3d_b,EL
39413,14871,6,PEG,EL
39413,15176,6,PEG,PEN_b(PEN2)
39413,25184,6,PEG,PEN_b(PEN2)
62262,519348,6,FC1C_b,PFL1
529318,16800,6,Delta7,PFGs
529318,16869,6,Delta7,Delta7
529318,517417,6,Delta7,Delta7
529318,10513,6,Delta7,Delta7
529318,14816,6,Delta7,Delta7
529318,18823,6,Delta7,Delta7
529318,46358,6,Delta7,PFNv
529318,110439,6,Delta7,PFNp_c
529318,72669,6,Delta7,PFNp_e
529318,67019,6,Delta7,PFNa
39538,45876,6,FC2A,FC2A
39538,14729,6,FC2A,PFL2
39567,519350,6,PFL1,PFL1
529142,23180,6,hDeltaK,PFGs
529142,23779,6,hDeltaK,PFGs
529142,40565,6,hDeltaK,hDeltaK
56993,14552,6,ER3a_a,EL
56993,27348,6,ER3a_a,ER3m
56993,26939,6,ER3a_a,ER3m
56993,58834,6,ER3a_a,EL
513032,15210,6,PFL3,PFL3
39503,15713,6,ER3p_a,EPG
513033,512927,6,EPG,PEN_a(PEN1)
513033,511841,6,EPG,Delta7
513033,515675,6,EPG,EPG
513033,20559,6,EPG,ER2_a
513033,23097,6,EPG,ER2_a
513033,16343,6,EPG,ER4d
513033,16818,6,EPG,ER4d
513033,50888,6,EPG,ER2_c
513033,13094,6,EPG,ER4d
16540,11184,6,Delta7,Delta7
16540,42392,6,Delta7,PFNa
14871,50888,6,EL,ER2_c
49002,27348,6,ER3p_a,ER3m
14871,46707,6,EL,ER3w_a
48291,523788,6,ER3w_b,ER3w_a
14871,48956,6,EL,ER3d_b
45151,518704,6,hDeltaF,hDeltaC
45151,241046,6,hDeltaF,FC2B
14871,530339,6,EL,ER3d_d
14871,527199,6,EL,ER3d_e
14871,527150,6,EL,ER3d_a
47687,67456,6,PFNa,FC1B
47687,535488,6,PFNa,PFNa
47687,90155,6,PFNa,FC1D
47687,97083,6,PFNa,PFNa
47687,52846,6,PFNa,PFNa
49002,11987,6,ER3p_a,EPG
14871,38084,6,EL,ER3m
14871,33911,6,EL,ER3a_b
14871,37817,6,EL,ER3d_e
49002,57591,6,ER3p_a,EPGt
48291,131313,6,ER3w_b,EPG
14871,47859,6,EL,ER3d_c
48291,13217,6,ER3w_b,EPG
48291,46242,6,ER3w_b,ER3w_a
47271,526552,6,ER3p_a,ER3w_b
47271,88342,6,ER3p_a,EPG
14871,521534,6,EL,ER5
14871,523788,6,EL,ER3w_a
45151,139763,6,hDeltaF,FC2C
45151,95713,6,hDeltaF,FC2C
177717,19009,6,PFNp_a,PFL3
177717,51365,6,PFNp_a,PFNp_c
519941,513517,6,EPG,EPG
519941,517059,6,EPG,ER2_a
35018,535098,6,FC1B,FC1A
35018,32432,6,FC1B,hDeltaC
14871,25709,6,EL,ER2_c
14871,21277,6,EL,ER2_a
14871,20664,6,EL,ER2_a
14871,23080,6,EL,ER4d
14871,21752,6,EL,ER2_c
45155,60670,6,hDeltaE,FC2C
45155,537128,6,hDeltaE,FC2C
49002,511778,6,ER3p_a,EL
45155,30122,6,hDeltaE,hDeltaF
14871,25447,6,EL,ER3w_c
14871,29713,6,EL,EL
519941,522745,6,EPG,ER2_c
34949,513517,6,PEN_a(PEN1),EPG
519941,521812,6,EPG,EPG
14871,15444,6,EL,ER2_d
34949,18504,6,PEN_a(PEN1),PEN_a(PEN1)
34949,37058,6,PEN_a(PEN1),ER1_b
34949,15176,6,PEN_a(PEN1),PEN_b(PEN2)
14871,20253,6,EL,ER2_a
14871,20514,6,EL,ER3d_d
172508,39538,6,PFNp_b,FC2A
45839,54912,6,ER3d_b,ER3d_b
45839,530339,6,ER3d_b,ER3d_d
45839,524073,6,ER3d_b,EPG
48956,519328,6,ER3d_b,EPG
48956,63782,6,ER3d_b,ER3d_c
48956,513284,6,ER3d_b,EPG
48956,513033,6,ER3d_b,EPG
48956,519941,6,ER3d_b,EPG
48956,522806,6,ER3d_b,ER3d_c
48956,10539,6,ER3d_b,EPG
48956,13217,6,ER3d_b,EPG
45839,19825,6,ER3d_b,EPG
179308,29836,6,PFNp_d,PFL3
179308,18327,6,PFNp_d,PFL3
47271,58834,6,ER3p_a,EL
47271,29713,6,ER3p_a,EL
47271,34188,6,ER3p_a,EL
10513,129971,6,Delta7,PFNp_a
10513,69599,6,Delta7,PFNp_e
520818,102209,6,EPG,PFNa
10513,19564,6,Delta7,PFGs
520818,21645,6,EPG,ER2_a
10513,16214,6,Delta7,PFR_b
174511,51365,6,PFNp_e,PFNp_c
520818,527653,6,EPG,ER4d
520818,548294,6,EPG,PFNp_c
46242,22084,6,ER3w_a,EL
46242,13395,6,ER3w_a,ER4m
46242,46341,6,ER3w_a,ER3w_b
46242,61590,6,ER3w_a,EL
46242,513346,6,ER3w_a,ER3w_b
519941,15495,6,EPG,Delta7
10513,163832,6,Delta7,PFNm_b
10513,164057,6,Delta7,PFNp_b
177642,520573,6,PFNp_a,PFL2
177642,161028,6,PFNp_a,PFNp_a
44830,11989,6,ER3d_e,EPG
44830,515675,6,ER3d_e,EPG
44830,519144,6,ER3d_e,EPG
44830,556346,6,ER3d_e,EPG
44830,54912,6,ER3d_e,ER3d_b
44830,519941,6,ER3d_e,EPG
44830,20514,6,ER3d_e,ER3d_d
44830,14727,6,ER3d_e,EPG
44830,11987,6,ER3d_e,EPG
44830,46073,6,ER3d_e,EL
47036,11874,6,ER3d_a,EPG
47036,29713,6,ER3d_a,EL
47036,24093,6,ER3d_a,ER3w_a
47036,11989,6,ER3d_a,EPG
47036,22084,6,ER3d_a,EL
520818,19125,6,EPG,EPG
520818,18508,6,EPG,ER2_c
65722,69262,6,PFNp_e,PFNp_c
519941,34652,6,EPG,ER1_b
47194,52647,6,PFNa,PFNa
47194,75651,6,PFNa,PFNa
47194,60586,6,PFNa,FC3_a
47194,60361,6,PFNa,PFNa
47194,75688,6,PFNa,hDeltaJ
46707,13434,6,ER3w_a,ER4m
47194,534561,6,PFNa,FC1B
47194,534560,6,PFNa,FC1B
47194,542782,6,PFNa,FC1B
47194,520579,6,PFNa,PFL1
519941,53086,6,EPG,PEN_a(PEN1)
519941,42059,6,EPG,PEG
173565,60449,6,PFNp_a,PFNp_c
178181,172829,6,PFNp_b,PFNp_b
47186,15616,6,ER3m,EPG
47186,16360,6,ER3m,EPG
10513,519331,6,Delta7,Delta7
47369,75651,6,PFNv,PFNa
47186,31121,6,ER3m,ER3a_c
47186,30443,6,ER3m,ER3a_c
47186,36327,6,ER3m,ER3a_a
47186,41908,6,ER3m,ER3a_a
47186,512305,6,ER3m,EPG
47369,524945,6,PFNv,hDeltaJ
521409,107571,6,EPG,PFNm_b
521409,98471,6,EPG,PFNp_a
521409,34607,6,EPG,ER4d
46707,21664,6,ER3w_a,ER3d_e
46707,27850,6,ER3w_a,ER3w_b
46707,38306,6,ER3w_a,ER3d_a
46707,21882,6,ER3w_a,ER2_a
519941,21059,6,EPG,ER2_d
519941,21277,6,EPG,ER2_a
46707,36524,6,ER3w_a,ER2_a
521409,17143,6,EPG,Delta7
521409,20404,6,EPG,ER4d
521409,25773,6,EPG,PFNv
14975,115261,6,hDeltaC,FC2C
521409,14727,6,EPG,EPG
521409,14816,6,EPG,Delta7
521409,15904,6,EPG,Delta7
521409,16440,6,EPG,ER4m
519941,20253,6,EPG,ER2_a
521409,19569,6,EPG,ER2_c
519941,19569,6,EPG,ER2_c
536360,43161,6,PFNa,hDeltaC
66418,147399,6,FC3_b,FC1C_b
45398,39385,6,PFNa,hDeltaC
45398,68121,6,PFNa,FC1F
45398,64541,6,PFNa,PFNa
45398,118980,6,PFNa,PFNa
45398,70894,6,PFNa,PFNa
45398,69923,6,PFNa,FC1F
47996,527475,6,FC3_b,PFR_a
47996,518779,6,FC3_b,hDeltaC
45398,14975,6,PFNa,hDeltaC
536360,47796,6,PFNa,FC1A
177962,532704,6,PFNp_b,FC2A
45398,107521,6,PFNa,FC3_b
66418,64684,6,FC3_b,FC3_c
14663,20279,6,PFL1,PFL1
536360,145547,6,PFNa,PFNa
536360,70894,6,PFNa,PFNa
14509,181149,6,Delta7,PFNp_a
14727,20945,6,EPG,ER2_c
14509,78121,6,Delta7,PFNp_c
47996,14975,6,FC3_b,hDeltaC
14729,520573,6,PFL2,PFL2
14729,511842,6,PFL2,PFL2
14729,27492,6,PFL2,PFL2
14509,514126,6,Delta7,EPG
14663,520579,6,PFL1,PFL1
521535,15616,6,ER5,EPG
521535,30171,6,ER5,ER3a_a
521534,523786,6,ER5,EPG
521534,31970,6,ER5,ER3a_d
536355,32432,6,hDeltaJ,hDeltaC
536355,69954,6,hDeltaJ,hDeltaC
173868,123428,6,PFNp_a,PFNp_e
44909,512305,6,ER5,EPG
44909,34607,6,ER5,ER4d
44909,10539,6,ER5,EPG
48318,54912,6,ER3d_c,ER3d_b
48318,15616,6,ER3d_c,EPG
48318,19825,6,ER3d_c,EPG
47619,536355,6,PFNa,hDeltaJ
47619,535488,6,PFNa,PFNa
47619,74349,6,PFNa,FC3_c
47619,31499,6,PFNa,FC3_c
46089,40768,6,ER3p_a,EPGt
46089,27850,6,ER3p_a,ER3w_b
46089,20715,6,ER3p_a,EL
14509,14663,6,Delta7,PFL1
14727,132382,6,EPG,PFNp_e
14509,21345,6,Delta7,PFNd
35429,50461,6,hDeltaJ,FC2B
14727,519331,6,EPG,Delta7
14727,529318,6,EPG,Delta7
173055,164224,6,PFNm_a,PFNm_a
14552,34188,6,EL,EL
173055,177762,6,PFNm_a,PFNm_a
173055,182269,6,PFNm_a,PFNm_b
14552,48318,6,EL,ER3d_c
14552,42264,6,EL,ER3d_e
14552,35641,6,EL,ER3d_c
14552,46707,6,EL,ER3w_a
14552,26295,6,EL,ER3m
173055,124466,6,PFNm_a,PFNm_b
14552,513678,6,EL,ER3w_b
176645,519346,6,PFNp_d,PFL3
47348,515233,6,hDeltaJ,FC2B
173055,533944,6,PFNm_a,hDeltaF
14552,50007,6,EL,ER3p_a
14552,522806,6,EL,ER3d_c
18058,29545,6,ER2_b,ER3w_b
18058,20559,6,ER2_b,ER2_a
18058,34188,6,ER2_b,EL
35013,149414,6,PFNm_b,PFNm_a
521528,34607,6,ER5,ER4d
18058,13395,6,ER2_b,ER4m
18058,513346,6,ER2_b,ER3w_b
18058,513464,6,ER2_b,EPG
18058,107195,6,ER2_b,EPG
35013,163633,6,PFNm_b,PFNp_b
521528,521409,6,ER5,EPG
521528,512928,6,ER5,EPG
177153,135453,6,PFNm_b,PFNm_a
521528,513463,6,ER5,EPG
65947,69954,6,FC1F,hDeltaC
65947,78718,6,FC1F,FC1E
65947,130835,6,FC1F,FC1C_b
65947,112940,6,FC1F,FC1E
65947,58447,6,FC1F,hDeltaC
65947,57587,6,FC1F,FC3_a
65947,42118,6,FC1F,FC3_b
521528,88342,6,ER5,EPG
521528,512305,6,ER5,EPG
521528,15616,6,ER5,EPG
521528,14727,6,ER5,EPG
35013,106495,6,PFNm_b,FC2B
18058,21179,6,ER2_b,ER2_a
521528,13217,6,ER5,EPG
18058,22084,6,ER2_b,EL
18058,14507,6,ER2_b,EPG
178115,182269,6,PFNp_b,PFNm_b
178115,515233,6,PFNp_b,FC2B
179090,69704,6,PFNp_d,hDeltaI
46073,524068,6,EL,ER3d_b
46073,527653,6,EL,ER4d
46073,529330,6,EL,ER3d_b
46073,517264,6,EL,ER3w_a
46073,46707,6,EL,ER3w_a
46073,46089,6,EL,ER3p_a
46073,58834,6,EL,EL
46073,47036,6,EL,ER3d_a
46073,516944,6,EL,ER5
46073,529826,6,EL,ER3a_a
46073,527199,6,EL,ER3d_e
46073,11874,6,EL,EPG
46073,49378,6,EL,ER3d_c
46073,36384,6,EL,ER1_b
46073,31263,6,EL,ER3d_b
46073,51159,6,EL,EL
46073,19355,6,EL,ER2_c
46073,14871,6,EL,EL
46073,15713,6,EL,EPG
46073,25297,6,EL,ER3w_a
46073,29713,6,EL,EL
46073,34607,6,EL,ER4d
46073,30674,6,EL,ER3d_b
46073,27043,6,EL,ER3w_c
14507,36524,6,EPG,ER2_a
14507,519347,6,EPG,ER4m
14507,41556,6,EPG,PFNa
536354,18625,6,FC1C_b,PFL1
14507,61234,6,EPG,PFNp_c
14507,515760,6,EPG,ER4m
14507,14482,6,EPG,ER4m
14507,12358,6,EPG,PEN_a(PEN1)
14507,13434,6,EPG,ER4m
14507,20678,6,EPG,ER2_d
14507,45969,6,EPG,PEG
536354,11745,6,FC1C_b,PFL1
47528,515464,6,PFNd,PFNd
46209,13732,6,FC3_b,hDeltaI
14552,18377,6,EL,ER3w_b
14552,25329,6,EL,ER3d_c
14552,26673,6,EL,ER3w_b
14552,19900,6,EL,ER2_c
173055,58585,6,PFNm_a,PFNm_a
14552,27770,6,EL,ER3w_b
10043,16360,6,ER5,EPG
46169,17801,6,FC2A,hDeltaA
45134,12449,6,ER3p_b,EPG
45134,14727,6,ER3p_b,EPG
45134,14871,6,ER3p_b,EL
45134,48096,6,ER3p_b,ER3p_a
45134,26295,6,ER3p_b,ER3m
45134,61845,6,ER3p_b,EL
45134,92188,6,ER3p_b,EPG
45134,31088,6,ER3p_b,ER3p_a
14552,27043,6,EL,ER3w_c
46209,524947,6,FC3_b,hDeltaJ
14552,20590,6,EL,ER2_a
14552,21277,6,EL,ER2_a
45134,19169,6,ER3p_b,ER3m
45134,17561,6,ER3p_b,ER3m
45134,19825,6,ER3p_b,EPG
10043,88342,6,ER5,EPG
45134,519328,6,ER3p_b,EPG
45134,107195,6,ER3p_b,EPG
45134,519941,6,ER3p_b,EPG
47528,33325,6,PFNd,PFNd
47528,31756,6,PFNd,PFNd
47528,521634,6,PFNd,PFNd
48642,28418,6,hDeltaG,hDeltaL
47528,42750,6,PFNd,PFNd
47528,42267,6,PFNd,PFNd
521814,29713,6,PEN_a(PEN1),EL
521814,34652,6,PEN_a(PEN1),ER1_b
521814,131313,6,PEN_a(PEN1),EPG
521814,72491,6,PEN_a(PEN1),ER1_c
520575,14507,6,PEG,EPG
520575,294178,6,PEG,EL
520575,51159,6,PEG,EL
521814,518690,6,PEN_a(PEN1),ER1_b
520575,61590,6,PEG,EL
48524,103482,6,FC1A,FC1F
34922,511778,6,ER3a_b,EL
46358,129715,6,PFNv,PFNa
48524,74349,6,FC1A,FC3_c
48524,73853,6,FC1A,hDeltaI
34922,529826,6,ER3a_b,ER3a_a
15176,17402,6,PEN_b(PEN2),ER4m
14963,31970,6,ER5,ER3a_d
48248,542805,6,FC1A,FC1D
15176,524075,6,PEN_b(PEN2),ER2_d
34924,11786,6,hDeltaB,PFL1
49288,79615,6,PFR_a,PFR_b
49288,142689,6,PFR_a,hDeltaI
15176,20590,6,PEN_b(PEN2),ER2_a
15176,26242,6,PEN_b(PEN2),hDeltaK
15176,20883,6,PEN_b(PEN2),ER2_c
15176,21179,6,PEN_b(PEN2),ER2_a
15176,514803,6,PEN_b(PEN2),ER2_b
66205,19564,6,FC3_c,PFGs
44422,519140,6,ER3m,EPG
66205,518704,6,FC3_c,hDeltaC
14963,513033,6,ER5,EPG
66205,55049,6,FC3_c,FC3_c
66205,25808,6,FC3_c,hDeltaC
14963,521813,6,ER5,EPG
14963,523786,6,ER5,EPG
66205,113398,6,FC3_c,FC1B
14631,67598,6,PFNp_c,PFNp_c
14631,65180,6,PFNp_c,PFNm_a
14631,17780,6,PFNp_c,hDeltaJ
172829,41559,6,PFNp_b,FC2A
172829,125729,6,PFNp_b,PFNm_b
14631,164224,6,PFNp_c,PFNm_a
45427,514042,6,EL,ER2_b
45427,523788,6,EL,ER3w_a
45427,512513,6,EL,EPG
35324,14816,6,Delta7,Delta7
45427,37437,6,EL,ER3d_e
34922,20385,6,ER3a_b,ER3a_a
45427,46764,6,EL,EL
45427,48956,6,EL,ER3d_b
521812,519941,6,EPG,EPG
45427,46242,6,EL,ER3w_a
521812,519328,6,EPG,EPG
45427,524068,6,EL,ER3d_b
521813,512793,6,EPG,PEG
66750,82236,6,FC2C,FC
45427,521814,6,EL,PEN_a(PEN1)
45427,522745,6,EL,ER2_c
45427,544496,6,EL,ER3a_c
521813,14308,6,EPG,ER4m
521813,36524,6,EPG,ER2_a
172829,518606,6,PFNp_b,FC2A
45427,19355,6,EL,ER2_c
45427,21645,6,EL,ER2_a
45427,24093,6,EL,ER3w_a
45427,26843,6,EL,ER3w_b
35324,522994,6,Delta7,Delta7
45427,21277,6,EL,ER2_a
35324,523786,6,Delta7,EPG
521812,20605,6,EPG,ER2_a
45427,19935,6,EL,ER2_c
45427,25494,6,EL,ER3d_e
45427,25297,6,EL,ER3w_a
45427,24459,6,EL,ER4d
45427,27850,6,EL,ER3w_b
35324,519332,6,Delta7,Delta7
45427,21059,6,EL,ER2_d
34922,45427,6,ER3a_b,EL
521812,17804,6,EPG,Delta7
47796,68039,6,FC1A,FC1B
47796,52027,6,FC1A,FC3_a
177762,184745,6,PFNm_a,PFNp_a
177762,518779,6,PFNm_a,hDeltaC
521635,541755,6,PFR_b,PFR_a
521644,20565,6,hDeltaC,hDeltaG
521637,27655,6,PFR_a,hDeltaJ
521637,30181,6,PFR_a,PFR_b
521637,77090,6,PFR_a,hDeltaM
177762,135453,6,PFNm_a,PFNm_a
46590,31756,6,PFNd,PFNd
46590,521634,6,PFNd,PFNd
46590,42267,6,PFNd,PFNd
46764,513517,6,EL,EPG
46764,51159,6,EL,EL
46764,88342,6,EL,EPG
46764,46262,6,EL,ER3d_b
46764,30522,6,EL,ER3d_b
46764,30592,6,EL,ER3d_b
46764,34188,6,EL,EL
46764,27052,6,EL,ER3d_d
46764,37817,6,EL,ER3d_e
46764,514803,6,EL,ER2_b
520581,19569,6,EPG,ER2_c
520573,25210,6,PFL2,hDeltaH
520573,511842,6,PFL2,PFL2
520581,16412,6,EPG,Delta7
520581,55527,6,EPG,PEN_b(PEN2)
46341,25203,6,ER3w_b,ER3w_c
46341,15713,6,ER3w_b,EPG
520581,162006,6,EPG,PFNp_a
46341,515761,6,ER3w_b,ER3p_a
35277,39970,6,FC2B,hDeltaC
521635,18586,6,PFR_b,PFR_a
521635,17991,6,PFR_b,hDeltaA
521635,42975,6,PFR_b,hDeltaA
521635,513518,6,PFR_b,PFR_a
521635,511846,6,PFR_b,PFR_a
46764,23874,6,EL,ER4d
46764,33589,6,EL,ER3d_b
46764,27454,6,EL,ER3d_c
46764,21882,6,EL,ER2_a
46764,27770,6,EL,ER3w_b
46764,19935,6,EL,ER2_c
521634,515464,6,PFNd,PFNd
521634,46590,6,PFNd,PFNd
46764,18058,6,EL,ER2_b
46764,11933,6,EL,ER2_c
521634,18670,6,PFNd,PFR_b
49288,22446,6,PFR_a,hDeltaH
49288,21018,6,PFR_a,hDeltaA
49288,18327,6,PFR_a,PFL3
66841,70894,6,PFNa,PFNa
66841,64029,6,PFNa,PFNa
66841,74349,6,PFNa,FC3_c
65579,133953,6,FC3_a,FC1C_b
66841,98391,6,PFNa,PFNa
48248,39567,6,FC1A,PFL1
34924,58834,6,hDeltaB,EL
34924,29648,6,hDeltaB,hDeltaK
65579,35429,6,FC3_a,hDeltaJ
34924,123047,6,hDeltaB,hDeltaI
65579,23180,6,FC3_a,PFGs
66841,540248,6,PFNa,FC1A
66841,544687,6,PFNa,PFNa
175200,159766,6,PFNp_a,PFNp_a
66841,158363,6,PFNa,FC
49288,45876,6,PFR_a,FC2A
45282,101125,6,PFNp_c,PFNm_a
45282,170539,6,PFNp_c,FC2A
521646,69064,6,hDeltaI,PFR_a
45282,71747,6,PFNp_c,PFNm_a
45282,59735,6,PFNp_c,PFNm_a
45282,25808,6,PFNp_c,hDeltaC
521644,532704,6,hDeltaC,FC2A
521644,69064,6,hDeltaC,PFR_a
179200,40179,6,PFNp_b,FC2A
177762,67598,6,PFNm_a,PFNp_c
14806,28254,6,Delta7,PFNv
14806,18851,6,Delta7,PFL3
14806,97083,6,Delta7,PFNa
14806,13217,6,Delta7,EPG
14806,513463,6,Delta7,EPG
14806,42059,6,Delta7,PEG
14806,153318,6,Delta7,PFNp_b
14806,77285,6,Delta7,PFNa
48096,13999,6,ER3p_a,ER3w_c
48096,45134,6,ER3p_a,ER3p_b
13094,24382,6,ER4d,PEN_b(PEN2)
48096,294178,6,ER3p_a,EL
520579,20279,6,PFL1,PFL1
47464,11989,6,ER3d_d,EPG
47464,19125,6,ER3d_d,EPG
47464,520581,6,ER3d_d,EPG
47464,11307,6,ER3d_d,EPG
48096,511778,6,ER3p_a,EL
13094,23273,6,ER4d,PEN_b(PEN2)
48096,51159,6,ER3p_a,EL
520579,14663,6,PFL1,PFL1
48096,40768,6,ER3p_a,EPGt
520579,76931,6,PFL1,PFL1
47859,14727,6,ER3d_c,EPG
47859,40558,6,ER3d_c,ER3d_b
48713,30653,6,hDeltaL,PFGs
66644,71855,6,hDeltaJ,FC2A
66644,89635,6,hDeltaJ,FC2B
47859,519328,6,ER3d_c,EPG
47859,523786,6,ER3d_c,EPG
47859,517603,6,ER3d_c,ER3d_d
47859,84758,6,ER3d_c,EPG
47859,513033,6,ER3d_c,EPG
47859,524073,6,ER3d_c,EPG
175842,17000,6,PFNp_a,PFL3
175842,518378,6,PFNp_a,PFL3
45969,525062,6,PEG,PEG
13094,12357,6,ER4d,ER2_c
13094,11307,6,ER4d,EPG
13094,19569,6,ER4d,ER2_c
66644,20951,6,hDeltaJ,hDeltaC
66644,41277,6,hDeltaJ,hDeltaJ
48277,75688,6,FC1F,hDeltaJ
48277,542782,6,FC1F,FC1B
48277,54283,6,FC1F,FC1A
48583,518831,6,FC3_a,hDeltaH
14482,24549,6,ER4m,ER3w_c
14482,25709,6,ER4m,ER2_c
14482,24122,6,ER4m,ER4d
47036,513517,6,ER3d_a,EPG
47036,514126,6,ER3d_a,EPG
47036,522759,6,ER3d_a,ER3d_d
46262,13217,6,ER3d_b,EPG
46262,11987,6,ER3d_b,EPG
46262,29713,6,ER3d_b,EL
46262,26939,6,ER3d_b,ER3m
46262,10539,6,ER3d_b,EPG
46262,38084,6,ER3d_b,ER3m
46262,51382,6,ER3d_b,ER3d_b
46262,513033,6,ER3d_b,EPG
46262,512514,6,ER3d_b,EPG
46262,45427,6,ER3d_b,EL
46262,512305,6,ER3d_b,EPG
46262,521812,6,ER3d_b,EPG
47464,512514,6,ER3d_d,EPG
47464,513284,6,ER3d_d,EPG
47464,88342,6,ER3d_d,EPG
13094,50888,6,ER4d,ER2_c
520812,533725,6,EPG,Delta7
520812,294178,6,EPG,EL
520812,125273,6,EPG,PFNm_b
520812,42392,6,EPG,PFNa
520812,519347,6,EPG,ER4m
520812,92188,6,EPG,EPG
520812,515760,6,EPG,ER4m
14816,51619,6,Delta7,PFNa
520812,16869,6,EPG,Delta7
520812,14806,6,EPG,Delta7
14816,82772,6,Delta7,PFNa
66309,20279,6,FC1D,PFL1
14816,17024,6,Delta7,Delta7
176343,132898,6,PFNp_b,PFNp_c
520812,15654,6,EPG,Delta7
66479,94805,6,FC1C_a,FC1D
14816,24683,6,Delta7,PFNv
14816,193965,6,Delta7,PFNp_a
35461,41277,6,PFNd,hDeltaJ
14631,153375,6,PFNp_c,PFNm_b
44814,523786,6,ER3m,EPG
44814,107195,6,ER3m,EPG
44814,11307,6,ER3m,EPG
44814,23163,6,ER3m,ER3a_a
14816,53086,6,Delta7,PEN_a(PEN1)
14816,59983,6,Delta7,PFNv
44814,20385,6,ER3m,ER3a_a
14816,18744,6,Delta7,PEN_a(PEN1)
35461,512362,6,PFNd,hDeltaB
14816,150364,6,Delta7,PFNm_b
14816,513034,6,Delta7,PFL2
14631,177762,6,PFNp_c,PFNm_a
35461,515298,6,PFNd,hDeltaJ
13094,14871,6,ER4d,EL
