type,n_cells,total_in,total_out
IN14A081,4,1566,3567
IN14A082,3,1240,3707
IN14A084,1,527,1260
IN14A085_a,2,962,2592
IN14A085_b,2,951,2768
IN14A086,8,2147,9447
IN14A087,6,979,7518
IN14A088,2,693,1472
IN14A089,3,208,3343
IN14A090,9,2941,19955
IN14A091,2,587,2527
IN14A093,2,1029,2021
IN14A095,7,2192,5361
IN14A096,5,1117,4957
IN14A097,3,1513,3297
IN14A098,2,1133,2066
IN14A099,2,614,4301
"IN14A100,IN14A113",5,926,2772
IN14A101,2,75,1809
IN14A102,1,102,463
IN14A103,2,137,3377
IN14A104,2,1424,6534
IN14A105,7,2098,5979
IN14A106,4,608,4681
IN14A107,3,1609,5207
IN14A108,6,2260,10776
IN14A109,8,1620,11757
IN14A110,11,1863,6272
IN14A111,4,913,2651
IN14A114,7,750,5264
IN14A115,2,82,1892
IN14A116,2,86,2015
IN14A117,2,121,1742
IN14A118,6,1785,6906
IN14A119,4,779,4144
IN14A120,7,1142,6708
IN14A121_a,2,496,3035
IN14A121_b,2,535,2940
IN14A123,1,36,877
IN14B001,2,8419,19829
IN14B002,2,4445,12574
IN14B003,2,4662,11018
IN14B004,2,5543,11986
IN14B005,4,11149,29584
IN14B006,2,5778,10204
IN14B007,4,11873,27887
IN14B008,2,1930,13815
IN14B009,2,2015,15915
IN14B010,6,5758,23359
IN14B011,5,2379,15200
IN14B012,4,2649,9485
IN16B014,2,7780,13272
IN16B016,6,34057,54702
IN16B018,6,35048,24433
IN16B020,6,28344,48971
IN16B022,4,9759,33465
IN16B024,2,6897,18239
IN16B029,6,15840,33788
IN16B030,6,15034,32864
IN16B032,6,12779,49108
IN16B033,6,14648,38004
IN16B034,2,2004,9742
IN16B036,6,10675,51979
IN16B037,6,5069,20920
IN16B038,2,2230,6955
IN16B039,4,4979,13829
IN16B040,2,2724,7783
IN16B041,6,10305,21698
IN16B042,12,17522,59311
IN16B045,12,16126,43088
IN16B046,3,1018,4073
IN16B047,2,1133,3213
IN16B048,2,983,2676
IN16B049,4,8625,18442
IN16B050,2,1673,2656
IN16B051,4,2350,5055
IN16B052,8,7784,11913
IN16B053,6,4218,18161
IN16B054,3,1371,7460
IN16B055,8,4152,18107
IN16B056,4,2512,7011
IN16B057,2,708,5745
IN16B058,6,2778,14875
IN16B059,4,1747,4400
IN16B060,4,3212,6913
IN16B061,9,8000,11563
IN16B062,4,3455,4390
IN16B063,4,2712,7432
IN16B064,4,1741,9167
IN16B065,1,907,2835
IN16B066,2,1048,2263
IN16B068_a,2,1890,2113
IN16B068_b,2,1903,2705
IN16B068_c,2,1885,3050
IN16B069,6,4656,7814
IN16B070,6,2472,9732
IN16B071,6,3401,7071
IN16B072,2,1947,3780
IN16B073,8,5285,20644
IN16B074,6,4830,13546
IN16B075,2,866,4771
IN16B075_a,2,1302,3845
IN16B075_b,2,972,3827
IN16B075_c,2,1084,3299
IN16B075_d,2,938,3511
IN16B075_e,2,1390,6166
IN16B075_f,3,1960,6420
IN16B075_g,2,1560,6456
IN16B075_h,2,1018,5666
IN16B075_i,2,807,5897
IN16B076,2,480,3154
IN16B077,10,6021,15812
IN16B079,5,2822,6034
IN16B080,4,1941,8171
IN16B082,6,5849,8113
IN16B083,10,6509,13389
IN16B084,4,1148,4915
IN16B085,3,2502,5798
IN16B086,4,1743,6768
IN16B087,2,1380,2513
"IN16B088,IN16B109",4,1936,6266
IN16B089,6,1539,6642
IN16B090,6,2635,8428
IN16B091,5,1822,6825
IN16B092,4,2605,3790
IN16B093,6,4041,7701
IN16B094,2,1443,2692
IN16B095,2,1448,2408
IN16B096,1,633,1511
IN16B097,6,5053,6954
IN16B098,6,4880,9423
IN16B099,10,1859,13773
IN16B100_a,3,1635,3483
IN16B100_b,2,1084,2580
IN16B100_c,4,2196,4460
IN16B101,4,3690,4789
IN16B104,2,791,2344
IN16B105,5,4287,7006
IN16B106,8,3057,10620
IN16B107,3,601,3100
IN16B108,8,4558,16573
IN16B111,4,1364,4787
IN16B113,2,1297,2385
IN16B114,4,807,5999
IN16B115,2,733,2532
IN16B117,2,948,2302
IN16B118,5,2896,6184
IN16B119,2,1316,3649
IN16B120,2,1156,2953
IN16B121,7,1681,8749
IN16B122,2,540,3324
IN16B123,1,155,1626
IN16B124,2,445,2095
IN16B125,6,2760,8496
IN17A001,6,58877,120365
IN17A007,6,22510,72159
IN17A011,2,5802,22684
IN17A013,2,17843,21968
IN17A016,5,14856,51902
IN17A017,6,24026,53022
IN17A019,6,17936,51021
IN17A020,6,18593,49923
IN17A022,6,22433,30880
IN17A023,2,10352,25181
IN17A025,6,32716,39109
IN17A027,2,8317,2235
IN17A028,12,25044,67480
IN17A029,2,5449,9270
IN17A030,2,5302,8675
IN17A032,2,5251,9077
IN17A033,2,4960,2444
IN17A034,2,7841,4541
IN17A035,2,6134,7168
IN17A037,4,2107,15294
IN17A039,2,8594,2508
IN17A040,2,3956,9842
IN17A041,6,10909,21545
IN17A042,2,3765,9497
"IN17A043,IN17A046",4,10111,25992
IN17A044,6,16803,21891
IN17A045,1,1934,1794
IN17A048,3,6023,2268
IN17A049,5,10460,6431
IN17A051,2,1030,8855
IN17A052,12,36442,46967
IN17A053,3,1526,7967
IN17A055,1,1654,903
IN17A056,2,2295,4594
IN17A057,2,2677,5999
IN17A058,4,8688,19516
"IN17A059,IN17A063",4,5856,17296
IN17A060,4,5504,19367
IN17A061,11,27781,21067
IN17A064,7,16937,7033
IN17A065,2,2413,5853
IN17A066,2,1422,5144
IN17A067,2,1915,4127
"IN17A071,IN17A081",5,5070,7483
IN17A072,2,1088,3679
IN17A074,2,697,3668
IN17A075,2,1284,3368
IN17A077,2,930,3914
IN17A078,5,5415,4845
IN17A079,4,1440,10349
"IN17A080,IN17A083",6,4138,12075
"IN17A082,IN17A086",5,1694,5953
IN17A084,2,1175,3216
IN17A085,4,2643,4698
IN17A087,1,727,2292
"IN17A088,IN17A089",6,5434,12679
IN17A090,4,2787,11506
IN17A091,1,363,859
IN17A092,2,1210,4195
IN17A093,4,3004,12153
IN17A094,5,2938,7597
IN17A095,2,2009,2348
IN17A096,1,354,961
IN17A097,2,1231,2245
IN17A098,2,856,2697
IN17A099,4,3907,4740
IN17A100,2,1132,1921
IN17A101,4,1453,5064
IN17A102,1,302,886
IN17A103,2,579,2221
IN17A104,2,661,2335
IN17A105,1,268,643
IN17A106_a,2,1503,2226
IN17A106_b,1,818,1401
IN17A107,2,1250,2747
IN17A108,2,639,1677
IN17A109,1,771,1075
"IN17A109,IN17A120",3,1540,1888
IN17A110,3,947,1907
IN17A111,6,2505,5589
IN17A112,3,1695,3494
IN17A113,1,238,1181
"IN17A113,IN17A119",5,1960,6940
IN17A114,2,609,3145
IN17A115,1,257,702
IN17A116,3,1170,4825
IN17A118,3,2123,2681
IN17A119,1,280,1464
IN17B001,2,3739,24217
IN17B003,2,4075,19834
IN17B004,4,16259,41109
IN17B006,2,8467,22344
IN17B008,2,5223,6462
IN17B010,2,5382,17324
IN17B014,2,5168,8358
IN17B015,4,7268,22522
IN17B017,2,1470,9738
IN18B005,4,21515,34737
IN18B006,2,10092,22152
IN18B008,2,7119,13327
IN18B009,2,9433,18580
IN18B011,4,13054,39958
IN18B012,2,3327,20590
IN18B013,2,6293,15651
IN18B014,2,4060,13548
IN18B015,2,4811,13271
IN18B016,4,10236,37664
IN18B017,2,4346,18610
IN18B018,2,2322,18926
IN18B020,4,13674,22502
IN18B021,6,15523,42909
IN18B026,2,4361,11835
IN18B027,2,3115,7024
IN18B028,2,3648,8765
IN18B029,2,2889,12670
IN18B031,2,3606,13099
IN18B032,2,9187,12461
IN18B033,2,3588,14427
IN18B034,4,7088,13151
IN18B035,4,7924,15619
IN18B036,2,982,7836
IN18B037,2,2794,6331
IN18B038,10,14891,34746
IN18B039,2,3790,8507
IN18B040,2,2741,6946
IN18B041,2,1694,2917
IN18B042,6,7932,14991
IN18B043,4,5610,11538
IN18B044,2,2468,3033
IN18B045_a,2,1843,11977
IN18B045_b,2,1740,11383
IN18B045_c,2,1002,8855
IN18B046,2,1585,8458
IN18B047,4,1976,6497
IN18B048,5,1650,5238
IN18B049,2,2102,3627
IN18B050,4,1391,4986
IN18B051,6,4150,10548
IN18B052,4,1957,6762
IN18B054,6,2744,6810
IN18B055,5,936,6549
IN18B056,2,354,1284
IN19A001,6,72789,79865
IN19A002,6,66349,104133
IN19A003,6,69210,45057
IN19A004,6,55224,79108
IN19A005,6,61947,51635
IN19A006,4,25021,53941
IN19A007,6,46652,75800
IN19A008,8,92049,86763
IN19A009,4,16597,33525
IN19A010,4,29296,39542
IN19A011,6,53000,69336
IN19A012,4,16559,45185
IN19A013,4,19388,21828
IN19A014,4,17206,39300
IN19A015,6,49902,52155
IN19A016,12,66411,47837
IN19A017,2,4217,29155
IN19A018,2,17098,28782
IN19A019,4,16654,39496
IN19A020,6,36279,28007
IN19A021,6,23035,24494
IN19A022,6,28364,22904
IN19A024,4,16700,23168
IN19A026,4,15624,9414
IN19A027,4,10454,40106
IN19A028,2,4279,19726
IN19A029,6,15089,32849
IN19A030,6,18426,24633
IN19A031,2,8849,6640
IN19A032,6,9418,31921
IN19A033,2,7951,7646
IN19A034,2,3074,23207
IN19A036,2,8187,6192
IN19A037,2,8635,7465
IN19A040,2,6880,18315
IN19A041,16,22119,16479
IN19A042,5,9199,10098
IN19A043,4,6304,5609
IN19A044,4,5511,4223
IN19A045,6,11353,14129
IN19A046,6,7340,6354
IN19A047,2,2842,2567
IN19A048,5,5861,5074
IN19A049,2,4151,2712
IN19A052,4,5701,5902
IN19A054,6,9296,5018
IN19A056,5,8412,9378
IN19A057,5,9896,9156
IN19A059,11,9212,7470
IN19A060,1,502,628
IN19A060_a,2,3029,1484
IN19A060_b,2,3058,1674
IN19A060_c,7,12700,6969
IN19A060_d,12,8812,6745
IN19A060_e,1,1449,1264
IN19A061,6,2548,3188
IN19A064,12,9056,11969
IN19A065,5,1380,3365
IN19A067,6,2865,3005
IN19A069_a,2,1518,788
IN19A069_b,2,1131,855
IN19A069_c,2,1195,985
IN19A070,3,1880,1401
IN19A071,2,1121,793
IN19A072,3,2063,2822
IN19A073,10,10206,8796
IN19A074,2,2903,2434
IN19A076,1,799,866
IN19A079,1,685,753
IN19A080,2,778,853
IN19A082,5,2530,4567
IN19A083,2,1152,1240
IN19A084,6,4198,3026
IN19A085,5,3426,2880
IN19A086,4,1862,1532
IN19A087,2,532,561
IN19A088_a,2,572,551
IN19A088_b,4,1675,1648
IN19A088_c,6,3310,2877
IN19A088_d,2,851,780
IN19A088_e,3,2005,1568
IN19A090,4,3888,2759
IN19A091,2,1870,983
IN19A093,15,6708,7354
IN19A094,2,1140,1086
"IN19A095,IN19A127",5,1881,1243
IN19A096,8,3661,4029
IN19A098,14,2539,3899
IN19A099,8,12309,9666
IN19A100,6,3163,4600
IN19A101,1,688,476
IN19A102,5,1315,760
IN19A103,3,616,950
IN19A104,2,1884,1008
IN19A105,4,953,1478
IN19A106,11,3023,5437
IN19A108,11,4792,1836
IN19A109_a,2,1362,1403
IN19A109_b,2,990,799
IN19A110,4,1584,1268
IN19A111,3,932,1387
IN19A112,2,813,878
IN19A113,5,2690,1885
IN19A114,14,3255,3080
IN19A115,1,131,193
IN19A117,21,4864,8219
IN19A118,1,275,284
IN19A120,4,1596,2796
IN19A121,3,387,448
IN19A123,1,473,720
IN19A124,3,1240,1773
IN19A126,1,538,327
IN19A129,1,254,185
IN19A133,3,675,904
IN19A135,3,108,644
IN19A142,2,5337,5431
IN19B002,2,4055,3667
IN19B003,6,58490,115534
IN19B004,2,16193,19303
IN19B005,2,6881,15758
IN19B007,2,6151,25528
IN19B008,2,18476,16286
IN19B010,2,10762,37489
IN19B011,4,13260,41757
IN19B012,6,46444,57656
IN19B013,4,2841,2311
IN19B015,2,9231,14931
IN19B016,2,4411,20259
IN19B020,2,3021,15989
IN19B021,4,17957,38302
IN19B023,2,4026,9748
IN19B027,2,7008,16528
IN19B030,2,4221,15407
IN19B031,2,4596,11419
IN19B033,2,9743,12733
IN19B034,2,4424,10907
IN19B035,4,11475,18241
IN19B037,1,1190,5004
IN19B038,4,6941,7187
IN19B040,4,5972,10264
IN19B041,2,2649,5133
IN19B043,9,16094,29402
IN19B045,4,4422,10557
"IN19B045,IN19B052",4,3513,12930
IN19B047,2,2178,6941
IN19B048,4,3359,7230
IN19B050,8,12299,38748
IN19B053,2,921,5098
IN19B054,4,2514,5367
IN19B055,2,1117,4544
IN19B056,6,8944,9936
IN19B057,7,4847,12948
IN19B058,4,2172,5833
IN19B062,2,972,3386
IN19B064,2,650,2496
IN19B066,6,3847,10517
IN19B067,14,15173,25556
IN19B068,8,11516,29484
IN19B069,2,1402,4319
IN19B070,5,5389,7166
IN19B071,10,3633,14804
IN19B072,2,1103,3131
IN19B073,6,3736,8740
IN19B075,8,4780,13040
IN19B077,5,5765,7627
IN19B078,4,3534,12302
IN19B080,6,2758,8608
IN19B081,4,2693,3575
IN19B082,4,4365,7229
IN19B083,2,912,4081
IN19B084,6,7394,7966
IN19B085,4,1620,5298
IN19B086,9,3140,11607
IN19B087,4,1888,6963
IN19B088,2,1030,2515
IN19B089,10,5035,9171
IN19B090,9,7244,9647
IN19B091,16,14715,16989
IN19B092,2,1324,1624
IN19B094,7,7627,7738
IN19B095,5,4330,5327
IN19B097,2,1210,1635
IN19B103,8,2463,5963
IN19B105,2,1409,2638
IN19B107,2,5148,42934
IN19B109,2,2028,13463
IN19B111,2,2345,7013
IN19B112,2,2280,13395
IN20A.22A001,12,71019,63686
IN20A.22A002,4,9967,32898
IN20A.22A003,4,11726,17978
IN20A.22A004,6,10918,22927
IN20A.22A005,6,11283,22653
IN20A.22A006,11,49476,61252
IN20A.22A007,12,39617,60888
IN20A.22A008,12,21606,63725
IN20A.22A009,18,32546,33961
IN20A.22A010,8,16906,15843
IN20A.22A011,4,3249,6654
IN20A.22A012,11,8043,28184
IN20A.22A013,5,3115,12073
IN20A.22A015,10,11992,15608
IN20A.22A016,15,11965,28454
IN20A.22A017,16,14387,34890
IN20A.22A018,8,5762,9568
IN20A.22A019,9,10335,16880
IN20A.22A021,17,14164,22278
IN20A.22A022,8,3998,12204
IN20A.22A023,5,4458,5127
IN20A.22A024,20,16544,42058
IN20A.22A026,5,1706,5295
IN20A.22A027,2,2643,2293
IN20A.22A028,12,7210,15157
IN20A.22A029,2,1382,2642
IN20A.22A030,6,6785,8488
IN20A.22A033,4,4861,5076
IN20A.22A035,5,3865,6072
IN20A.22A036,15,17524,18538
"IN20A.22A036,IN20A.22A072",4,5269,5088
IN20A.22A037,3,2736,3446
IN20A.22A038,7,4941,8054
IN20A.22A039,23,22165,44983
IN20A.22A040,2,1397,3759
IN20A.22A041,12,10383,13167
IN20A.22A042,8,7504,14693
IN20A.22A043,10,10741,12258
IN20A.22A044,8,8890,14814
IN20A.22A045,10,9202,13026
IN20A.22A046,5,6087,6055
IN20A.22A047,9,8611,16451
IN20A.22A048,17,12036,36208
IN20A.22A049,16,13089,26874
"IN20A.22A049,IN20A.22A067",5,2266,6948
IN20A.22A050,9,3419,10816
IN20A.22A051,12,11507,11837
IN20A.22A052,7,3849,9477
IN20A.22A053,18,12789,40025
IN20A.22A054,6,5018,15011
IN20A.22A055,15,13661,11594
IN20A.22A056,6,3220,13342
IN20A.22A057,2,1571,1961
IN20A.22A058,11,8072,18805
IN20A.22A059,9,6395,14193
IN20A.22A060,11,10509,12199
"IN20A.22A061,IN20A.22A066",4,3711,7723
"IN20A.22A061,IN20A.22A068",5,3659,12985
IN20A.22A062,3,726,2382
IN20A.22A063,2,1107,2500
IN20A.22A064,6,5517,6302
IN20A.22A065,9,9250,10577
IN20A.22A066,5,3785,8795
IN20A.22A067,13,10202,18009
IN20A.22A069,11,3154,6446
IN20A.22A070,4,2359,7273
"IN20A.22A070,IN20A.22A080",8,5227,13369
IN20A.22A071,12,3534,17422
IN20A.22A073,18,12914,17746
IN20A.22A074,7,3878,9815
IN20A.22A076,8,2229,10599
IN20A.22A077,12,3385,13444
IN20A.22A078,3,1298,3899
IN20A.22A079,4,2741,8383
IN20A.22A081,6,3201,10956
IN20A.22A082,4,978,5639
IN20A.22A083,2,515,1521
IN20A.22A084,12,3069,9376
IN20A.22A085,15,5235,20210
IN20A.22A086,9,3245,13777
IN20A.22A087,3,1045,1609
IN20A.22A088,5,1368,3142
IN20A.22A089,17,4174,16666
IN20A.22A090,21,6305,19106
IN20A.22A091,7,1937,4754
IN20A.22A092,25,3247,14667
IN21A001,6,53741,44854
IN21A002,6,47259,51823
IN21A003,6,39105,54593
IN21A004,6,32245,41345
IN21A005,4,10202,40281
IN21A006,6,29336,36392
IN21A007,6,20023,49847
IN21A008,6,39204,37896
IN21A009,6,13605,60692
IN21A010,6,32512,48378
IN21A011,6,21964,43444
IN21A012,6,25089,29916
IN21A013,6,22874,27631
IN21A014,6,16133,46494
IN21A015,6,28463,34732
IN21A016,6,27375,48720
IN21A017,8,23772,34936
IN21A018,6,23410,58341
IN21A019,6,22590,40324
IN21A020,6,18767,33904
IN21A021,2,4515,12145
IN21A022,6,12263,27201
"IN21A023,IN21A024",12,11250,52599
IN21A026,3,4507,2234
IN21A027,2,2471,1041
IN21A028,6,7734,15998
"IN21A029,IN21A030",4,3066,1240
IN21A031,2,310,464
IN21A032,3,3193,1203
IN21A033,2,1138,933
IN21A034,3,2483,945
IN21A035,6,6404,14015
IN21A036,1,1160,1508
IN21A037,12,12072,12708
IN21A038,6,6282,10541
IN21A039,2,1080,1536
IN21A040,2,1103,1662
IN21A041,4,1858,1003
IN21A042,6,5193,6282
IN21A043,2,779,1595
IN21A044,6,5401,9155
"IN21A045,IN21A046",4,2504,4931
IN21A047_a,2,1817,3120
IN21A047_b,2,1948,3544
IN21A047_c,2,1884,3351
IN21A047_d,4,2474,4543
IN21A047_e,2,1362,3513
IN21A047_f,2,1261,2696
IN21A048,4,2537,4002
IN21A049,6,3591,11612
IN21A050,2,1830,2632
IN21A051,8,6149,11698
IN21A052,2,1175,3368
IN21A054,6,2679,7080
IN21A055,2,238,1019
IN21A056,6,3729,7909
IN21A057,2,797,1640
IN21A058,7,3563,11490
IN21A059,2,198,734
IN21A060,2,964,2358
IN21A061,6,4196,7460
IN21A062,2,1172,3211
IN21A063,5,3799,5527
IN21A064,2,1050,2321
IN21A065,1,330,959
IN21A066,2,824,1111
IN21A070,2,490,1329
IN21A071,1,462,737
IN21A072,2,569,944
IN21A073,2,680,1468
IN21A074,2,1123,1895
IN21A075,2,1038,2064
IN21A076,3,1286,2620
IN21A077,6,3334,6090
IN21A078,6,2628,4765
IN21A079,4,1053,3325
IN21A080,3,1635,2127
IN21A081,2,728,1764
IN21A082,2,353,1365
IN21A083,5,1487,4473
IN21A084,2,783,1381
IN21A085,4,1943,3398
IN21A086,4,612,1465
IN21A087,18,10990,6278
IN21A088,1,342,445
IN21A090,2,555,589
"IN21A091,IN21A092",2,593,2546
IN21A093,7,2087,2003
IN21A094,2,680,1278
IN21A095,2,512,712
IN21A096,3,422,899
IN21A097,2,593,1211
IN21A098,2,668,2431
IN21A099,3,1087,2779
IN21A100,3,957,2719
IN21A102,4,1362,2229
IN21A103,1,128,222
IN21A109,2,403,1281
IN21A111,2,990,1750
IN21A116,4,1619,3342
IN23B001,2,18798,27765
IN23B005,4,54599,34613
IN23B006,4,18350,31436
IN23B007,7,32279,42776
IN23B008,8,24524,36556
IN23B009,8,79843,78239
IN23B011,2,6694,10695
IN23B012,2,5909,10367
IN23B013,6,20682,20864
IN23B014,6,22516,25282
IN23B016,2,3219,13865
IN23B017,4,9669,18132
IN23B018,14,30891,66694
IN23B020,7,19634,29765
IN23B021,4,3479,9369
IN23B022,6,7104,23182
IN23B023,16,41243,43283
IN23B024,6,14341,30142
IN23B025,6,10860,20764
IN23B027,1,2614,6289
IN23B028,14,19502,39976
IN23B029,4,2438,7973
IN23B030,6,7303,14775
IN23B031,6,17300,19175
IN23B032,11,21400,32178
IN23B033,4,11100,14708
IN23B034,2,2784,4369
IN23B035,4,3271,5996
IN23B036,4,7021,15976
IN23B037,10,35884,27321
IN23B038,1,1769,2182
IN23B039,5,8215,12113
IN23B040,8,11221,20706
IN23B041,5,5871,8752
IN23B042,2,1939,3558
IN23B043,9,8623,29975
IN23B044,2,3186,3753
"IN23B044,IN23B057",4,2946,6040
IN23B045,4,9073,9992
IN23B046,10,14876,18024
IN23B047,6,8753,15296
IN23B048,4,1762,8289
IN23B049,9,13788,18483
IN23B050,2,1300,3036
IN23B051,1,1792,2141
IN23B053,3,3676,6020
IN23B054,6,7119,9417
IN23B055,2,1966,3732
IN23B056,10,9498,21509
IN23B057,5,5985,10289
IN23B058,4,7007,7774
IN23B059,3,3155,5961
IN23B060,10,12877,15414
IN23B061,3,4856,4628
IN23B062,4,5538,5695
IN23B063,6,4117,11498
IN23B064,3,5390,3883
IN23B065,4,7133,5538
IN23B066,5,7125,8430
IN23B067_a,2,1310,3905
IN23B067_b,2,2816,5827
IN23B067_c,2,3837,6124
IN23B067_d,2,745,4331
IN23B067_e,2,1843,4158
IN23B068,3,2584,6195
"IN23B069,IN23B079",3,1021,3888
IN23B070,6,4018,10653
IN23B071,2,1842,3663
IN23B072,5,2568,5102
IN23B073,3,2478,4849
IN23B074,9,6525,17036
IN23B075,2,1363,3412
IN23B076,1,487,1412
IN23B078,6,2695,8414
IN23B079,2,909,2599
IN23B080,2,1530,2855
IN23B081,8,5172,13831
IN23B082,1,727,1414
IN23B083,2,1222,3840
IN23B084,3,3920,2951
IN23B085,5,2637,10808
IN23B086,6,1910,9010
IN23B087,8,3701,13763
IN23B088,2,713,950
IN23B089,9,4661,11167
IN23B090,5,2797,7309
IN23B091,4,729,3433
IN23B092,2,1150,3283
IN23B093,2,2237,1511
IN23B094,2,342,2975
IN23B095,2,3694,17127
IN23B096,1,852,1144
IN26X001,6,29760,84762
IN26X002,6,16811,47442
IN26X003,4,4631,16325
IN27X001,2,15965,69388
IN27X002,4,6162,24857
IN27X003,2,2996,6183
IN27X004,2,5240,7719
IN27X005,2,8872,53376
IN27X007,2,5166,9407
IN27X014,2,7740,12579
IN27X023,2,2267,5377
INXXX003,2,13538,51838
INXXX004,2,17092,36516
INXXX007,2,9309,21444
INXXX008,4,17552,21641
INXXX011,2,9516,40263
INXXX022,2,7024,13347
INXXX023,2,10599,27802
INXXX025,2,10120,36043
INXXX027,4,63173,30363
INXXX029,2,1929,22849
INXXX031,2,10823,18006
INXXX032,6,31281,45825
INXXX034,1,1692,5653
INXXX035,2,7922,26076
INXXX036,2,8692,21796
INXXX038,2,10515,42635
INXXX039,2,9462,36463
INXXX042,2,8925,37672
INXXX044,8,69998,88447
INXXX045,10,31196,62390
INXXX048,2,8218,16674
INXXX052,2,10301,36234
INXXX053,2,1617,5003
INXXX054,2,6432,27730
INXXX056,2,7428,7110
INXXX058,6,24972,52792
INXXX062,4,10353,42020
INXXX063,2,6364,18478
INXXX065,2,7808,17153
INXXX066,2,11489,12595
INXXX073,2,7199,28833
INXXX076,2,2575,20847
INXXX077,2,12226,25840
INXXX083,2,3009,11419
INXXX084,2,10189,21559
INXXX087,2,7098,25638
INXXX089,2,5448,19771
INXXX091,2,4329,14945
INXXX095,4,12777,43613
INXXX096,4,11394,23465
INXXX100,6,42103,48534
INXXX101,2,2922,16511
INXXX104,2,5071,14444
INXXX107,2,6220,13740
INXXX110,4,10820,21497
INXXX111,2,5055,26738
INXXX114,2,6794,18011
INXXX115,2,5349,22642
INXXX119,2,4035,10608
INXXX121,2,5535,7863
INXXX122,4,8889,19467
INXXX124,2,7155,9421
INXXX126,8,18898,49574
INXXX129,2,6706,17311
INXXX133,2,4957,11402
INXXX134,2,2186,12488
INXXX135,2,965,8016
INXXX137,2,10689,24176
INXXX138,2,4225,6234
INXXX140,2,3257,7091
INXXX142,2,3491,7517
INXXX143,2,4424,16470
INXXX146,2,1318,12480
INXXX147,2,3584,17196
INXXX149,6,26139,60264
INXXX153,2,6939,12026
INXXX158,2,7167,15663
INXXX159,2,5578,9793
INXXX161,4,4780,22854
INXXX167,2,9192,17384
INXXX173,2,2894,10973
INXXX179,2,6451,9946
INXXX180,2,3474,19681
INXXX181,2,5821,19675
INXXX183,2,7429,16421
INXXX184,2,5239,12462
INXXX188,2,4969,5986
INXXX192,2,5002,12452
INXXX193,2,1561,10073
INXXX194,2,1230,9245
INXXX197,4,11378,36236
INXXX198,2,3751,9626
INXXX199,2,3881,10351
INXXX201,2,7754,9238
INXXX204,2,987,8642
INXXX206,2,5181,7188
INXXX209,4,7215,9580
INXXX212,4,10388,19255
INXXX213,4,6567,17205
INXXX215,4,9477,21079
INXXX216,2,3604,20847
INXXX217,10,31870,55333
INXXX219,2,4227,8844
INXXX220,2,1749,17466
INXXX221,4,5735,12595
INXXX223,2,5952,11466
INXXX224,2,3770,10876
INXXX225,2,3841,4214
INXXX227,2,2940,8472
INXXX228,7,13879,44836
INXXX230,9,21762,39946
INXXX231,8,16969,51129
INXXX232,2,3458,14287
INXXX235,2,8730,4980
INXXX237,2,1928,15756
INXXX238,2,12403,7423
INXXX239,4,11872,19815
INXXX240,2,3363,13575
INXXX241,2,2167,11653
INXXX242,2,3962,10432
INXXX243,4,8547,20620
INXXX244,2,3269,8593
INXXX245,2,2860,7109
INXXX246,4,6413,22526
INXXX247,4,14006,13960
INXXX249,2,3585,6004
INXXX251,2,3381,2935
INXXX252,2,10205,5782
INXXX253,6,15419,21284
INXXX256,2,2448,6529
INXXX257,1,1692,6067
INXXX258,12,16378,65999
INXXX260,4,4998,17108
INXXX261,4,7461,16838
INXXX262,4,6792,21614
INXXX263,4,4889,16090
INXXX265,4,3967,15891
INXXX267,4,5489,20855
INXXX268,3,4100,4512
INXXX269,10,17675,51701
INXXX270,2,6186,8496
INXXX271,4,7013,22336
INXXX273,4,7169,22683
INXXX275,2,2717,7102
INXXX276,2,2620,5304
INXXX279,4,4405,19193
INXXX280,6,4096,14329
INXXX281,6,14766,26961
INXXX282,2,2061,7972
INXXX283,5,4020,6963
INXXX284,2,2288,4984
INXXX285,2,2550,11028
INXXX287,12,37271,47935
INXXX288,2,6043,13881
INXXX290,13,18541,26935
INXXX292,2,1479,5182
INXXX293,4,6264,6125
INXXX294,2,8096,10489
INXXX295,10,3916,8845
INXXX297,8,12129,46083
INXXX299,1,1456,5156
INXXX300,2,2620,13543
INXXX301,4,6787,14759
INXXX302,3,3148,11942
INXXX303,3,4776,9678
INXXX304,2,2702,6621
INXXX306,4,8079,17222
INXXX307,4,4228,14153
INXXX309,3,8411,6836
INXXX315,8,15180,26447
INXXX316,6,15724,21907
INXXX317,2,4059,11283
INXXX319,2,4299,6924
INXXX320,2,5162,8401
INXXX321,8,9060,21447
INXXX322,4,3214,12936
INXXX324,2,2197,9697
INXXX326,5,3179,5521
INXXX328,4,9710,19683
INXXX329,4,6181,22922
INXXX331,6,7262,25414
INXXX332,8,13213,29252
INXXX333,2,2038,8533
INXXX334,4,3431,14308
INXXX335,2,3371,4240
INXXX336,2,2661,3775
INXXX337,2,1561,6945
INXXX339,2,2453,6292
INXXX340,2,2505,6848
INXXX341,8,9448,21286
INXXX343,2,2117,3870
INXXX345,2,968,4821
INXXX346,4,3897,14208
INXXX347,2,920,5032
INXXX348,4,8958,8799
INXXX349,2,1134,6229
INXXX350,4,4724,13027
INXXX351,2,2305,4031
INXXX352,4,6948,13154
INXXX353,4,3335,16232
INXXX355,2,4943,12931
INXXX357,2,2358,6494
INXXX359,2,1536,7332
INXXX360,3,3053,7764
INXXX363,10,14886,18760
INXXX364,8,5926,17256
INXXX365,4,6213,11041
INXXX369,7,7627,36249
INXXX370,5,4690,16599
INXXX372,4,6898,7686
