type,n_cells,total_in,total_out
INXXX373,4,5574,12766
INXXX374,2,1485,3587
INXXX376,1,1260,3618
INXXX377,6,6687,16213
INXXX378,4,3611,7022
INXXX379,2,3416,9893
INXXX381,2,3324,9982
INXXX382_b,4,5914,10125
INXXX383,1,479,3130
INXXX385,3,6642,7595
INXXX386,6,6013,14972
INXXX387,4,5979,6534
INXXX388,2,2768,6393
INXXX390,2,3473,3162
INXXX391,2,1400,3284
INXXX393,2,2398,4076
INXXX394,4,4040,5275
INXXX395,4,1272,7537
INXXX396,10,8608,23226
INXXX397,4,3126,7031
INXXX399,4,3303,11380
INXXX400,4,4263,10952
INXXX401,2,1635,3489
INXXX402,6,6993,21538
INXXX403,2,2345,2539
INXXX405,6,9950,24670
INXXX406,4,1946,7886
INXXX407,4,2309,7898
INXXX409,4,2163,8591
INXXX411,4,2006,7841
INXXX412,2,1943,4786
INXXX414,4,3320,13223
INXXX415,6,7159,12955
INXXX416,6,4761,6737
INXXX417,6,4092,8585
INXXX418,4,4814,8407
INXXX419,2,1844,2318
INXXX420,2,1684,1992
INXXX421,3,1861,8855
INXXX423,2,2307,7887
INXXX424,4,812,6095
INXXX425,2,3540,18792
INXXX426,4,2785,5638
INXXX427,4,2935,10480
INXXX428,4,1765,6335
INXXX429,12,9949,11732
INXXX431,12,6930,21114
INXXX436,10,4413,6031
INXXX437,4,1604,4563
INXXX438,4,3029,4873
INXXX440,8,3951,7015
INXXX441,4,1799,3062
INXXX442,4,2255,8639
INXXX443,6,1931,7764
INXXX444,2,825,3702
INXXX446,23,8666,30184
"INXXX447,INXXX449",4,2435,4122
INXXX448,19,10395,16400
INXXX450,4,1108,4473
INXXX452,7,4478,9687
INXXX454,7,1920,7531
INXXX456,2,807,2458
INXXX460,4,1252,3921
INXXX464,6,66195,92369
INXXX466,6,22027,56701
INXXX468,12,28510,66568
INXXX471,4,15752,20272
INXXX472,2,3690,8437
INXXX473,4,6159,11175
INXXX474,4,7386,8277
IPC,16,25266,542
IPS001,10,6392,10533
ISN,4,1335,38365
ITP,7,72,135
IbSpsP,31,16888,48423
JO-A-unclear,24,30,18
JO-A1,8,474,7961
JO-A2,13,2188,23781
JO-A3,2,397,8466
JO-A4,3,140,3138
JO-B-unclear,13,105,48
JO-B1_a,17,2776,8331
JO-B1_b,12,1069,3218
JO-B1_c,10,1870,5862
JO-B2,9,1114,5556
JO-B3,12,1463,7692
JO-B4_a,3,502,3242
JO-B4_b,12,985,10316
JO-CA1,10,1036,4674
JO-CA2,9,2027,7515
JO-CL,19,2115,14457
JO-CM,30,2150,34895
JO-DA,5,610,4455
JO-DP,3,274,1893
JO-ED1,18,2475,20746
JO-ED2_a,38,5336,47135
JO-ED2_b,21,3323,42810
JO-ED2_c,14,1958,24789
JO-EV1,50,7186,68285
JO-EV2,36,5142,40555
JO-EV3,45,6754,91960
JO-EV4,1,131,1259
JO-EV5,23,3492,35097
JO-EV6,21,2090,30286
JO-FD1,4,724,4721
JO-FD2,4,414,3873
JO-FV,70,5717,45675
JO-mz,11,1715,23241
JO-unclear,102,1050,8468
KC,2,335,76
KCa'b'-ap1,199,112977,208860
KCa'b'-ap2,291,170418,266398
KCa'b'-m,205,120836,173536
KCab-c,488,176493,236188
KCab-m,536,221249,285090
KCab-p,129,71934,98085
KCab-s,657,310213,401025
KCg,1,952,1479
KCg-d,206,117611,178696
KCg-m,1342,864068,1136371
KCg-s1,2,4566,7435
KCg-s2,2,2840,5584
KCg-s3,2,1706,3392
KCg-s4,2,1233,2166
L1,1776,368682,1079047
L2,1779,559331,1881591
L3,1772,253904,1272302
L4,1770,105063,531692
L5,1787,499516,1809804
LAL001,2,4888,20390
LAL002,2,5662,19572
LAL003,4,5945,17735
LAL004,1,664,2363
LAL006,6,1820,6964
LAL007,2,1980,14880
LAL008,2,4385,17060
LAL009,2,8041,17403
LAL010,2,8686,21605
LAL011,2,7260,10443
LAL012,2,5412,13048
LAL013,2,5865,21375
LAL014,2,17698,20790
LAL015,2,6267,16991
LAL016,2,7820,21001
LAL017,2,4324,17682
LAL018,2,17257,18811
LAL019,4,6514,23818
LAL020,4,4933,12582
LAL021,8,11465,20731
LAL022,6,10893,32242
LAL023,4,3338,11695
LAL024,2,1651,4203
LAL025,5,8585,22989
LAL026_a,2,8151,9029
LAL026_b,2,6239,11224
LAL027,2,7477,6637
LAL028,3,7987,8455
LAL029_a,2,3630,5586
LAL029_b,2,3625,6591
LAL029_c,2,4856,5972
LAL029_d,2,3929,6449
LAL029_e,2,6792,7889
LAL030_a,6,7115,11852
LAL030_b,6,6624,12198
LAL030d,2,1287,2972
LAL031,4,4568,10029
LAL032,2,1808,4087
LAL034,8,7426,15636
LAL035,4,3267,7075
LAL037,4,2778,6654
LAL040,2,16890,30777
LAL042,2,4555,18248
LAL043_a,4,2754,4271
LAL043_b,2,1267,1871
LAL043_c,2,2212,2573
LAL043_d,2,2447,3136
LAL043_e,2,3417,3546
LAL045,2,7305,20962
LAL046,2,8701,19890
LAL047,2,9374,27987
LAL048,10,7121,13216
LAL049,2,2039,5014
LAL050,8,5849,11566
LAL051,2,8042,33465
LAL052,2,7980,15650
LAL053,2,8912,19669
LAL054,2,5055,19565
LAL055,2,6635,13256
LAL056,6,3832,10173
LAL059,6,4385,12196
LAL060_a,7,6053,8752
LAL060_b,6,4902,10145
LAL061,7,4296,10363
LAL063,2,846,2404
LAL064,4,2404,7561
LAL067,8,4153,7976
LAL071,8,3391,8035
LAL072,2,8423,15813
LAL073,2,18939,28938
LAL074,2,11619,19914
LAL075,2,7442,20267
LAL076,2,5877,22468
LAL081,2,6052,30780
LAL082,2,4199,7999
LAL083,4,32248,33251
LAL084,2,11207,20031
LAL085,4,4339,25392
LAL086,4,2228,4080
LAL087,10,3799,6180
LAL088,3,2234,4138
LAL089,6,1950,6180
LAL090,10,5355,18851
LAL093,4,837,5224
LAL094,19,7781,18707
LAL096,16,5815,16586
LAL098,2,6778,14205
LAL099,2,6197,17054
LAL100,2,7508,25501
LAL101,2,4830,15905
LAL102,2,7160,21116
LAL104,4,8440,24814
LAL108,2,13201,24987
LAL109,4,3521,17890
LAL110,10,4501,24860
LAL111,2,4026,17783
LAL112,4,9653,35634
LAL113,4,14044,21005
LAL114,2,2807,11698
LAL115,2,2977,16279
LAL116,2,4921,20785
LAL117,4,4063,25492
LAL119,2,10850,25352
LAL120_a,2,19211,35599
LAL120_b,2,19879,43192
LAL121,2,7260,18966
LAL122,2,9418,21229
LAL123,2,21010,25250
LAL124,2,8319,34180
LAL125,2,16713,25833
LAL126,4,14284,45727
LAL127,4,10390,14593
LAL128,2,7906,8883
LAL129,2,7956,30472
LAL130,2,5703,28370
LAL131,4,10890,26374
LAL132_a,2,2139,8082
LAL132_b,2,1615,5908
LAL133_a,2,1435,3200
LAL133_b,2,1834,3802
LAL133_c,2,1545,3247
LAL133_d,2,1156,3014
LAL133_e,2,1987,5743
LAL134,2,13177,15159
LAL135,2,7151,17039
LAL136_a,5,5788,13583
LAL136_b,7,5427,15895
LAL137,2,7592,30292
LAL138,2,13362,52680
LAL139,2,4122,18800
LAL140,2,2440,9269
LAL141,2,9689,30670
LAL142,2,12569,38516
LAL143,2,2955,13306
LAL144,6,10740,35909
LAL145,4,3868,23393
LAL146,2,3432,10029
LAL147_a,4,4274,18406
LAL147_b,2,2369,9757
LAL147_c,2,4587,14490
LAL148,2,1417,5433
LAL149,4,2790,6672
LAL150,10,5707,16677
LAL151,2,1700,4297
LAL152,2,4875,13083
LAL153,2,2775,15949
LAL154,2,5467,17025
LAL155,4,8821,19451
LAL156_a,2,9364,26228
LAL156_b,2,7998,17869
LAL157,2,7823,21812
LAL158,2,5481,21233
LAL159,2,14353,24561
LAL160,2,6581,18142
LAL161,2,6553,17608
LAL162,2,3820,14048
LAL163,2,3257,15047
LAL164,2,3236,15112
LAL165,2,4937,38390
LAL166,2,2265,16344
LAL167,4,4555,22934
LAL168,2,3558,15989
LAL169,2,6866,14469
LAL170,2,7316,25230
LAL171,2,6490,21251
LAL172,2,6083,21271
LAL173,4,7735,29161
LAL175,4,7110,22177
LAL176,2,3399,10163
LAL177,2,3727,10740
LAL179,6,3990,28519
LAL180,4,2489,21396
LAL181,2,2935,15204
LAL182,2,5863,21353
LAL183,2,9273,21444
LAL184,2,2664,17227
LAL185,4,5631,23526
LAL186,2,3903,12316
LAL187,2,932,5249
LAL188_a,4,1943,8114
LAL188_b,4,2014,9197
LAL189,6,2925,18087
LAL190,2,7310,30201
LAL191,2,1456,12569
LAL192,2,1474,13674
LAL193,2,5463,13289
LAL194,4,6879,28630
LAL195,2,5853,9522
LAL196,6,8257,17161
LAL197,2,3679,11122
LAL198,2,5636,22869
LAL199,2,1391,12301
LAL200,2,12000,32651
LAL203,4,6195,22292
LAL204,2,3612,8248
LAL205,2,5375,35973
LAL206,4,3801,30531
LAL207,2,9853,25477
LAL208,2,2341,14764
LAL300m,4,7926,15952
LAL301m,4,5600,15793
LAL302m,8,8685,37152
LAL303m,5,6482,15772
LAL304m,5,11480,32406
LA_ME_unclear,3,211,1380
LB1a,11,2005,10878
LB1b,6,1565,17550
LB1c,16,3645,35856
LB1d,5,848,4546
LB1e,19,3972,21999
LB2a,4,1138,6456
LB2b,3,347,6174
LB2c,6,910,8469
LB2d,5,227,3138
LB3,1,2,6
LB3a,17,2640,14007
LB3b,11,2499,11738
LB3c,23,6541,29780
LB3d,26,5221,29364
LB4a,4,1290,5316
LB4b,8,1935,9296
LBL40,2,10649,17237
LC10_unclear,11,3411,6204
LC10a,275,258112,486823
LC10b,95,93063,97613
LC10c-1,130,89248,147440
LC10c-2,125,81334,157202
LC10d,214,187922,331884
LC10e,110,42841,66839
LC11,143,354966,425230
LC12,498,236890,699129
LC13,177,102024,219838
LC14a-1,30,59205,156520
LC14a-2,15,23264,65951
LC14b,43,51936,190888
LC15,126,119907,276147
LC16,182,102025,255303
LC17,353,557877,728695
LC18,208,143125,351773
LC19,14,30094,45056
LC20a,62,66472,114295
LC20b,79,90509,185166
LC21,153,112290,323326
LC22,73,85495,122858
LC23,11,33350,49149
LC24,94,29891,91472
LC25,56,40959,85586
LC26,75,41183,91569
LC27,46,20995,48509
LC28,62,61081,128180
LC29,40,19986,47526
LC30,57,16692,30056
LC31a,32,53333,62390
LC31b,10,39638,59458
LC33,32,37619,110919
LC34,10,7491,25755
LC35a,10,40659,26403
LC35b,2,7014,6307
LC36,32,23629,84352
LC37,15,18797,54519
LC39a,6,7496,27882
LC39b,2,3361,8936
LC4,126,314772,258240
LC40,34,31472,69351
LC41,13,5697,30195
LC43,14,6808,22204
LC44,5,1794,12673
LC46b,10,5731,11822
LC6,124,91708,191403
LC9,219,181680,429098
LCNOp,2,6616,8264
LCNOpm,2,17544,18721
LH001m,4,1511,8912
LH002m,9,10100,25859
LH003m,6,5108,24613
LH004m,6,8748,22300
LH005m,2,3693,16086
LH006m,7,7710,22304
LH007m,8,10622,19706
LH008m,11,9652,28054
LHAD1a1,6,2972,13716
LHAD1a2,14,8569,46257
LHAD1a3,2,1046,5809
LHAD1a4_a,4,1931,8167
LHAD1a4_b,5,1510,8758
LHAD1b1_b,8,6020,17765
LHAD1b2,8,12483,16131
LHAD1b2_b,6,9406,13438
LHAD1b2_d,5,4760,11848
LHAD1b3,4,3705,8653
LHAD1b4,5,2397,8266
LHAD1b5,12,8847,29155
LHAD1c2,11,4127,16912
LHAD1c2b,2,1087,2810
LHAD1c3,5,2398,7859
LHAD1d1,8,6385,15544
LHAD1d2,4,2011,7236
LHAD1f1,7,5738,12876
LHAD1f2,2,12484,24523
LHAD1f3_a,4,3110,11273
LHAD1f3_b,5,3072,14000
LHAD1f4,9,6850,12931
LHAD1f5,4,2067,12460
LHAD1g1,2,55806,41842
LHAD1h1,2,2864,12441
LHAD1i1,6,3484,9551
LHAD1i2_b,7,4583,15230
LHAD1j1,2,2148,9976
LHAD1k1,2,4281,12326
LHAD2b1,2,5018,21191
LHAD2c1,3,3565,11990
LHAD2c2,4,4382,13433
LHAD2c3,6,5289,18696
LHAD2d1,2,2419,8250
LHAD2e1,2,2486,5770
LHAD2e3,2,2315,10131
LHAD3a1,4,2885,9131
LHAD3a10,2,669,2872
LHAD3a8,4,1301,4549
LHAD3b1_a,2,1530,4209
LHAD3d4,2,2117,7633
LHAD3d5,2,1337,7060
LHAD3e1_a,4,3713,13061
LHAD3f1_a,6,4495,16025
LHAD3f1_b,4,2871,10817
LHAD3g1,4,1888,6490
LHAD4a1,2,2182,12241
LHAV1a1,8,11254,18837
LHAV1a3,12,7599,20194
LHAV1a4,7,3081,13779
LHAV1b1,4,1017,6577
LHAV1b3,2,978,3493
LHAV1d1,4,2138,12523
LHAV1d2,10,9189,28254
LHAV1e1,2,5602,13568
LHAV1f1,9,4890,20458
LHAV2a2,9,4231,17158
LHAV2a3,9,6374,17212
LHAV2a5,3,773,5280
LHAV2b1,8,5987,13067
LHAV2b10,7,1727,11077
LHAV2b11,4,1693,9197
LHAV2b2_a,9,16053,43230
LHAV2b2_b,4,7528,20595
LHAV2b2_c,2,2397,8286
LHAV2b2_d,2,5971,11720
LHAV2b3,5,7164,18720
LHAV2b4,10,6398,14581
LHAV2b5,4,4646,17901
LHAV2b6,6,3039,12904
LHAV2b7_a,4,2116,11660
LHAV2b7_b,4,1469,8032
LHAV2b8,2,1316,3229
LHAV2b9,2,1006,3831
LHAV2c1,17,9119,35962
LHAV2d1,2,5179,31978
LHAV2e4_b,2,730,3228
LHAV2f2_a,1,362,1626
LHAV2f2_b,6,3573,10926
LHAV2g1,4,2758,9794
LHAV2g2_a,7,3895,17336
LHAV2g2_b,3,3027,7193
LHAV2g3,6,3160,19505
LHAV2g5,4,5471,9166
LHAV2g6,3,2223,5362
LHAV2h1,13,4393,27149
LHAV2i4,5,1242,12682
LHAV2j1,2,702,5218
LHAV2k1,6,2847,12204
LHAV2k10,2,776,3899
LHAV2k11_a,2,1331,7639
LHAV2k12_a,4,2995,11255
LHAV2k12_b,2,971,5412
LHAV2k13,2,2960,7250
LHAV2k5,5,2466,11344
LHAV2k6,2,2467,12598
LHAV2k8,2,3794,22716
LHAV2k9,8,6692,25058
LHAV2m1,4,3978,16461
LHAV2n1,2,2504,9698
LHAV2o1,2,4521,15497
LHAV2p1,2,4907,20587
LHAV3a1_b,4,1613,6347
LHAV3a1_c,2,4012,11270
LHAV3b1,7,3921,19339
LHAV3b12,2,3380,14779
LHAV3b13,4,6891,20839
LHAV3b2_a,4,1989,4590
LHAV3b2_b,4,2202,6281
LHAV3b2_c,4,3797,14569
LHAV3b6_b,4,1933,7510
LHAV3b8,6,1713,8719
LHAV3d1,2,1978,17380
LHAV3e1,4,4341,17603
LHAV3e2,4,4840,18541
LHAV3e3_a,2,2466,12937
LHAV3e3_b,2,2136,12324
LHAV3e4_a,4,3034,11476
LHAV3e4_b,2,1869,5879
LHAV3e5,3,2634,8594
LHAV3e6,3,1142,6824
LHAV3f1,2,7106,36723
LHAV3g1,4,2475,12983
LHAV3g2,4,3362,17769
LHAV3h1,2,6709,24397
LHAV3i1,2,2344,8418
LHAV3j1,3,5200,24373
LHAV3k1,2,9129,32514
LHAV3k2,2,2214,13806
LHAV3k3,2,3483,12192
LHAV3k4,2,2280,15952
LHAV3k5,2,9504,24134
LHAV3k6,2,4083,10835
LHAV3m1,2,4765,20907
LHAV3n1,12,5499,31175
LHAV3o1,6,2677,43015
LHAV3p1,2,3409,20735
LHAV3q1,2,3431,20184
LHAV4a1_a,2,2345,6009
LHAV4a1_b,8,12896,32849
LHAV4a2,2,7784,22367
LHAV4a4,17,8388,25201
LHAV4a5,8,4893,18515
LHAV4a6,2,917,4006
LHAV4a7,8,4648,20386
LHAV4b1,5,1760,6800
LHAV4b2,10,3456,13192
LHAV4b4,6,5807,18422
LHAV4c1,6,5402,13502
LHAV4c2,9,9601,32692
LHAV4d1,16,7629,17990
LHAV4d4,4,1725,5458
LHAV4d5,9,2856,16068
LHAV4e1_a,2,2370,3709
LHAV4e1_b,4,4416,7494
LHAV4e2_b1,7,2442,8054
LHAV4e2_b2,6,1675,6841
LHAV4e4,4,4936,8132
LHAV4e7_b,3,859,3184
LHAV4g1,10,6483,18108
LHAV4g12,4,5415,14874
LHAV4g13,4,5121,17239
LHAV4g14,2,2953,9846
LHAV4g17,2,3177,9315
LHAV4g4_b,6,3723,9203
LHAV4g6_a,5,2520,5866
LHAV4g7_a,4,2215,7644
LHAV4g7_b,7,3950,11163
LHAV4i1,4,4037,11676
LHAV4j1,2,3512,14879
LHAV4l1,2,3400,12500
LHAV5a1,4,1865,8374
LHAV5a10_b,2,782,6243
LHAV5a2_a1,9,1178,6737
LHAV5a2_a2,8,2152,12150
LHAV5a2_a3,11,2279,7078
LHAV5a2_a4,10,2033,11830
LHAV5a2_b,6,1855,6467
LHAV5a2_d,2,560,1592
LHAV5a4_a,3,1816,6978
LHAV5a4_c,4,1672,5996
LHAV5a6_a,4,1836,6070
LHAV5a6_b,6,2001,9279
LHAV5a8,6,4902,16615
LHAV5a9_a,4,2113,9799
LHAV5b1,4,2288,5250
LHAV5b2,4,3031,19267
LHAV5c1,4,2676,13786
LHAV5d1,2,3512,9443
LHAV5e1,2,1217,6981
LHAV6a1,4,2793,9244
LHAV6a3,11,6011,20160
LHAV6a4,4,1752,6810
LHAV6a5,6,2936,9688
LHAV6a7,8,4046,15594
LHAV6a8,2,2196,7119
LHAV6b1,2,5242,13597
LHAV6b3,11,9783,21495
LHAV6b4,2,2694,11159
LHAV6c1,9,3015,8846
LHAV6e1,2,6338,17503
LHAV6g1,2,5651,25390
LHAV6h1,2,2135,12714
LHAV6i2_b,2,1549,7595
LHAV7a1,5,2888,6293
LHAV7a1_a,4,1600,5566
LHAV7a1_b,3,1284,4230
LHAV7a3,8,3199,13422
LHAV7a4,9,3792,9595
LHAV7a5,6,2790,7931
LHAV7a6,2,1365,2968
LHAV7a7,6,3726,7891
LHAV7b1,11,11386,26384
LHAV8a1,2,2877,13979
LHAV9a1_a,4,2569,10481
LHAV9a1_b,6,3042,13308
LHAV9a1_c,6,2542,14498
LHCENT1,2,26457,46889
LHCENT10,4,14074,69146
LHCENT11,2,5423,46572
LHCENT12_a,2,3996,16884
LHCENT12_b,4,5432,18977
LHCENT13_a,4,4682,9718
LHCENT13_b,3,3135,7487
LHCENT13_c,3,2933,6698
LHCENT13_d,2,2338,4946
LHCENT14,2,5075,28157
LHCENT2,2,33887,67831
LHCENT3,2,20605,58708
LHCENT4,2,16334,28637
LHCENT5,2,5905,19267
LHCENT6,2,19522,47277
LHCENT8,4,15917,114573
LHCENT9,2,26399,56190
LHMB1,2,13367,22181
LHPD1b1,2,1890,11455
LHPD2a1,9,11187,24941
LHPD2a2,10,18027,35068
LHPD2a4_a,8,5611,23684
LHPD2a4_b,4,3353,10444
LHPD2a5_b,2,1344,2662
LHPD2a6,8,5832,11674
LHPD2b1,4,2621,7235
LHPD2c1,2,4868,9593
LHPD2c2,10,4580,20540
LHPD2c6,4,1506,4417
LHPD2c7,4,8566,37187
LHPD2d1,2,3445,19283
LHPD2d2,2,2253,14355
LHPD3a2_a,8,1945,8290
LHPD3a2_b,8,2565,11047
LHPD3a2_c,4,1649,6716
LHPD3a4_b,9,2853,21772
LHPD3a4_c,9,2229,14358
LHPD3a5,8,2257,13931
LHPD3c1,3,2773,6141
LHPD4a1,8,3012,12120
LHPD4a2,4,1986,9141
LHPD4b1,8,1902,7717
LHPD4c1,2,12420,21805
LHPD4d1,2,6710,22544
LHPD4d2_b,2,1356,7493
LHPD4e1_b,3,1465,4141
LHPD5a1,2,3184,17306
LHPD5b1,2,4002,21019
LHPD5c1,2,8734,17031
LHPD5d1,4,11188,23253
LHPD5e1,4,2430,8821
LHPD5f1,2,4825,22415
LHPV10a1a,2,1734,4243
LHPV10a1b,2,1803,5968
LHPV10b1,2,10496,25894
LHPV10c1,2,5125,15937
LHPV10d1,2,12571,41210
LHPV11a1,4,3837,11605
LHPV12a1,2,39306,92525
LHPV1c1,3,3927,12717
LHPV1c2,2,6225,29613
LHPV1d1,2,3873,15499
LHPV2a1_a,6,5073,17438
LHPV2a1_c,8,7509,30054
LHPV2a1_d,5,8568,29806
LHPV2a1_e,3,6256,20998
LHPV2a2,2,1057,4426
LHPV2a3,5,3692,9428
LHPV2a4,6,1779,8391
LHPV2a5,5,1613,7911
LHPV2b1,5,1453,4390
LHPV2b2_a,10,2670,7258
LHPV2b3,14,5706,16752
LHPV2b4,6,4570,13919
LHPV2b5,5,5971,14830
LHPV2c1_a,4,1661,6168
LHPV2c2,7,2743,8886
LHPV2c4,4,1732,5217
LHPV2c5,7,2622,7343
LHPV2d1,4,4533,8239
LHPV2e1_a,10,5869,19434
LHPV2g1,4,11920,35093
LHPV2h1,2,2948,11281
LHPV2i1,3,5284,13563
LHPV2i2_a,2,2406,10118
LHPV2i2_b,2,3243,12026
LHPV3a1,4,7956,13590
LHPV3a2,5,3497,10843
LHPV3a3_b,9,6968,14815
LHPV3b1_a,5,3686,7882
LHPV3b1_b,6,3237,10855
LHPV3c1,2,8535,36683
LHPV4a1,6,6509,25045
LHPV4a10,12,5089,26084
LHPV4a11,2,1738,12908
LHPV4a2,6,4842,10784
LHPV4a3,4,863,6341
LHPV4a5,12,2811,18425
LHPV4a7,3,1641,7928
LHPV4a7_d,2,2650,11661
LHPV4a8,5,2742,9177
LHPV4a9,4,1779,14078
LHPV4b1,6,6212,17704
LHPV4b2,8,3305,18465
LHPV4b3,7,3182,11242
LHPV4b4,10,4435,19806
LHPV4b5,2,896,4651
LHPV4b7,2,1042,6386
LHPV4b9,2,1886,5260
LHPV4c1_a,2,920,4195
LHPV4c1_b,8,4136,15663
LHPV4c1_c,8,4147,20048
LHPV4c2,4,2835,7957
LHPV4c3,4,2162,7237
LHPV4c4,4,2147,5032
LHPV4d10,6,3243,14891
LHPV4d3,6,1962,8815
LHPV4d4,4,2084,9332
LHPV4d7,2,1060,5775
LHPV4e1,2,1500,12414
LHPV4g1,12,6829,24213
LHPV4g2,8,4603,16757
LHPV4h1,9,2186,10159
LHPV4h3,2,2221,11065
LHPV4i1,6,2853,13677
LHPV4i3,8,1329,12576
LHPV4i4,2,3070,9402
LHPV4j2,2,2497,13488
LHPV4j3,2,1823,27708
LHPV4j4,2,1808,25024
LHPV4k1,3,938,4685
LHPV4l1,2,3787,11917
LHPV4m1,2,6683,35460
LHPV5a1,12,6080,19342
LHPV5a2,8,5761,11347
LHPV5a3,6,1879,6334
LHPV5a5,1,197,934
LHPV5b1,20,3834,27855
LHPV5b2,17,5817,19436
LHPV5b3,14,3306,26499
LHPV5b4,4,1321,8567
LHPV5b6,6,2336,4887
LHPV5c1,12,5973,23712
LHPV5c1_a,8,5703,17542
LHPV5c1_c,2,448,2920
LHPV5c1_d,8,2032,11142
LHPV5c2,2,698,2731
LHPV5c3,12,1705,10678
LHPV5d1,9,6033,15889
LHPV5d3,2,1076,2434
LHPV5e1,2,17310,43913
LHPV5e2,2,2791,10710
LHPV5e3,2,11434,48290
LHPV5g1_a,5,2123,8831
LHPV5g1_b,7,3397,15568
LHPV5g2,6,967,7557
LHPV5h2_a,4,2140,7085
LHPV5h2_b,3,1673,5782
LHPV5h2_c,2,615,3310
LHPV5h4,8,1549,13201
LHPV5i1,2,5032,17145
LHPV5j1,4,1049,9956
LHPV5l1,2,7298,24464
LHPV5m1,4,1364,5104
LHPV6a1,23,10423,50709
LHPV6a10,2,3117,12912
LHPV6a3,6,2172,14280
LHPV6a9_b,7,3211,9536
LHPV6c1,2,6707,34038
LHPV6c2,2,1768,8738
LHPV6d1,10,4190,19064
LHPV6f1,11,3922,10693
LHPV6f3_b,4,1770,9709
LHPV6f5,5,2430,10185
LHPV6g1,2,4224,42848
LHPV6h1,7,4779,13384
LHPV6h1_b,6,2831,10176
LHPV6h2,7,7035,21258
"LHPV6h3,SLP276",6,2155,10518
LHPV6i1_a,4,1297,7825
LHPV6i2_a,2,2560,15149
LHPV6j1,2,2893,19161
LHPV6k1,6,4557,19486
LHPV6k2,4,2554,10836
LHPV6l1,2,1203,8504
LHPV6l2,2,2899,12332
LHPV6m1,2,4501,23681
LHPV6o1,2,4267,22315
LHPV6p1,2,2845,18244
LHPV6q1,2,15598,85765
LHPV7a1,4,4457,19383
LHPV7a2,4,7129,30760
LHPV7b1,2,3900,10342
LHPV7c1,2,5554,23447
LHPV8a1,2,4678,15981
LHPV8c1,2,1145,6360
LHPV9b1,2,5706,14709
LK,12,13038,302
LLPC1,285,274679,380728
LLPC2,250,198637,207027
LLPC3,219,171967,232872
LLPC4,6,7616,15025
LLPC_unclear,1,1047,1200
LN-DN1,2,1085,9967
LN-DN2,4,607,9972
LN60,4,14459,24805
LNO1,4,10957,17962
LNO2,2,19278,15189
LNOa,2,5127,11700
LNd_b,4,6878,15940
LNd_c,6,5086,20370
LOLP1,69,131201,258352
LOP_LO_unclear,2,3464,3739
LOP_ME_unclear,4,1851,3109
LOP_unclear,4,3014,2606
LO_LOP_unclear,1,315,1088
LO_ME_unclear,2,580,2354
LO_unclear,14,9066,15998
LPC1,224,135647,257204
LPC2,154,97125,136472
LPC_unclear,2,2125,2465
LPLC1,134,401281,260908
LPLC2,185,363497,347196
LPLC4,97,262294,332483
LPLC_unclear,1,1956,1807
LPN_a,4,3878,12995
LPN_b,2,2687,12184
LPT100,40,24089,31239
LPT101,11,3824,10934
LPT110,2,2511,19784
LPT111,101,22514,180022
LPT112,39,4867,49566
LPT113,22,4731,39128
LPT114,22,29244,105748
LPT115,6,3462,14833
LPT116,11,6314,27300
LPT21,2,18252,22418
LPT22,2,15773,32262
LPT23,6,60361,83949
LPT26,2,18906,15176
LPT27,2,21692,12738
LPT28,2,7802,22052
LPT29,2,4787,8587
LPT30,2,10516,15078
LPT31,8,17215,38111
LPT49,2,16272,20033
LPT50,2,36359,31482
LPT51,4,9401,33132
LPT52,2,6885,22125
LPT53,2,5537,24700
LPT54,2,8013,89115
LPT57,2,6135,40905
LPT59,2,6041,39907
LPT60,2,28911,39140
LPi12,4,145046,150518
LPi14,33,12932,10514
LPi21,2,147793,160100
LPi2b,2,47379,81424
LPi2c,54,137392,164383
LPi2d,61,36013,64033
LPi2e,95,91535,145520
LPi34,119,217066,135024
LPi3412,104,174462,124854
LPi3a,123,89202,132841
LPi3b,46,43507,48957
LPi3c,11,6284,8348
LPi43,61,121958,158808
LPi4a,34,22813,30368
LPi4b,2,91615,128154
LPi_unclear,4,1214,5508
LPsP,2,12540,33346
LT11,2,52978,49433
LT1a,2,47561,44500
LT1b,2,77491,45868
LT1c,2,26924,30675
LT1d,2,50418,62527
LT33,2,54605,81144
LT34,2,9213,34020
LT35,2,7906,35240
LT36,2,25952,47145
LT37,2,9546,42747
LT39,2,7956,60870
LT40,2,7503,28928
LT41,2,7538,29079
LT42,2,16301,54400
LT43,4,5811,27789
LT46,2,13739,28148
LT47,2,3751,5455
LT51,22,93375,145645
LT52,34,114395,159072
LT54,2,2091,15320
LT55,2,3985,26488
LT56,2,44249,106026
LT58,2,51793,82169
LT59,2,5179,9101
LT60,2,7610,17680
LT61a,2,31257,26586
LT61b,2,23031,37218
LT62,2,33322,48264
LT63,4,13805,37129
LT64,2,5383,5933
LT65,2,7450,25072
LT66,2,21186,23948
LT67,2,4499,17218
LT68,4,3671,19061
LT69,2,3330,12583
LT70,11,4591,19777
LT72,2,5079,30644
LT73,3,5835,13216
LT74,6,11344,23821
LT75,2,5422,19074
LT76,2,6236,21753
LT77,6,26273,24896
LT78,8,23124,49250
LT79,2,53402,53800
LT80,4,10564,11498
LT81,11,5225,16156
LT82a,4,28216,43141
LT82b,2,12786,16770
LT83,2,46376,55103
LT84,2,7265,16874
LT85,2,3443,16108
