bodyId,type,instance,class,superclass,somaSide,rootSide,status,hemibrainType,flywireType
10043,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
10513,Delta7,Delta7(PB15)_L3R6_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
10539,EPG,EPG(PB08)_R2,CX,cb_intrinsic,R,,Traced,EPG,EPG
10817,PFNv,PFNv(PB05)_L4_C3,CX,cb_intrinsic,L,,Traced,PFNv,PFNv
11184,Delta7,Delta7(PB15)_L1L9R8_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
11307,EPG,EPG(PB08)_L4,CX,cb_intrinsic,L,,Traced,EPG,EPG
11503,EPG,EPG(PB08)_R8,CX,cb_intrinsic,R,,Traced,EPG,EPG
11512,hDeltaB,hDeltaB_08_C7,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
11557,PFL2,PFL2(PB12b)_L3_C7,CX,cb_intrinsic,L,,Traced,PFL2,PFL2
11605,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
11673,PFL2,PFL2(PB12b)_R4_C2,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
11745,PFL1,PFL1(PB12a)_L1_C8_irreg,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
11786,PFL1,PFL1(PB12a)_L6_C7,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
11874,EPG,EPG(PB08)_L7,CX,cb_intrinsic,L,,Traced,EPG,EPG
11933,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
11987,EPG,EPG(PB08)_R5,CX,cb_intrinsic,R,,Traced,EPG,EPG
11989,EPG,EPG(PB08)_L5,CX,cb_intrinsic,L,,Traced,EPG,EPG
12059,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
12357,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
12358,PEN_a(PEN1),PEN_a(PB06a)_L3,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
12449,EPG,EPG(PB08)_L5,CX,cb_intrinsic,L,,Traced,EPG,EPG
12797,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
13031,PFL2,PFL2(PB12b)_R3_C3,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
13094,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
13217,EPG,EPG(PB08)_L8,CX,cb_intrinsic,L,,Traced,EPG,EPG
13392,hDeltaH,hDeltaH_14_C8,CX,cb_intrinsic,L,,Traced,hDeltaH,hDeltaH
13395,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
13417,hDeltaB,hDeltaB_03_C3,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
13434,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
13490,PFL2,PFL2(PB12b)_L1_C5,CX,cb_intrinsic,L,,Traced,PFL2,PFL2
13732,hDeltaI,hDeltaI_07_C6,CX,cb_intrinsic,R,,Traced,hDeltaI,hDeltaI
13892,PFR_b,PFR_b(PB11b)_R1_C1_irreg,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
13914,hDeltaK,hDeltaK_07_C6c,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
13985,ER4m,ER4m_L,CX,cb_intrinsic,L,,Traced,ER4m,ER4m
13999,ER3w_c,ER3w_c_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w
14284,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
14308,ER4m,ER4m_L,CX,cb_intrinsic,L,,Traced,ER4m,ER4m
14464,ER6,ER6_L,CX,cb_intrinsic,L,,Traced,ER6,ER6
14482,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
14507,EPG,EPG(PB08)_R7,CX,cb_intrinsic,R,,Traced,EPG,EPG
14509,Delta7,Delta7(PB15)_L4R6_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
14552,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
14631,PFNp_c,PFNp_c,CX,cb_intrinsic,L,,Traced,PFNp_c,PFNp
14663,PFL1,PFL1(PB12a)_R7_C1,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
14727,EPG,EPG(PB08)_L7,CX,cb_intrinsic,L,,Traced,EPG,EPG
14729,PFL2,PFL2(PB12b)_R1_C5,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
14806,Delta7,Delta7(PB15)_L8R1R9_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
14816,Delta7,Delta7(PB15)_L6R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
14871,EL,EL_R,CX,cb_intrinsic,R,,Traced,EL,EL
14963,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
14975,hDeltaC,hDeltaC_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
15176,PEN_b(PEN2),PEN_b(PB06b)_R8,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
15210,PFL3,PFL3(PB12c)_R2_C1_irreg,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
15398,Delta7,Delta7(PB15)_L4R5_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15399,Delta7,Delta7(PB15)_L1L9R8_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15409,Delta7,Delta7(PB15)_L8R1R9_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
15444,ER2_d,ER2_d_L,CX,cb_intrinsic,L,,Traced,ER2_d,ER2
15495,Delta7,Delta7(PB15)_L3R6_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15616,EPG,EPG(PB08)_R3,CX,cb_intrinsic,R,,Traced,EPG,EPG
15654,Delta7,Delta7(PB15)_L8R1R9_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
15713,EPG,EPG(PB08)_L6,CX,cb_intrinsic,L,,Traced,EPG,EPG
15837,Delta7,Delta7(PB15)_L1L9R8_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15839,Delta7,Delta7(PB15)_L1L9R8_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15851,Delta7,Delta7(PB15)_L6R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
15904,Delta7,Delta7(PB15)_L4R5_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
15967,PFNa,PFNa(PB03)_R9_C1,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
16008,PEG,PEG(PB07)_R1,CX,cb_intrinsic,R,,Traced,PEG,PEG
16110,Delta7,Delta7(PB15)_L3R6_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
16158,hDeltaH,hDeltaH_12_C7,CX,cb_intrinsic,L,,Traced,hDeltaH,hDeltaH
16180,Delta7,Delta7(PB15)_L3R6_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
16214,PFR_b,PFR_b(PB11b)_R6_C3,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
16234,Delta7,Delta7(PB15)_L1L9R8_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
16303,PFR_a,PFR_a(PB11a)_L6_C6,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
16343,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
16360,EPG,EPG(PB08)_L6,CX,cb_intrinsic,L,,Traced,EPG,EPG
16412,Delta7,Delta7(PB15)_L7R2_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
16440,ER4m,ER4m_L,CX,cb_intrinsic,L,,Traced,ER4m,ER4m
16476,Delta7,Delta7(PB15)_L7R2_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
16540,Delta7,Delta7(PB15)_L2R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
16553,Delta7,Delta7(PB15)_L5R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
16598,ER3w_b,ER3w_b_R,CX,cb_intrinsic,R,,Traced,ER3w_b,ER3w
16800,PFGs,PFGs(PB10)_L4_C4,CX,cb_intrinsic,L,,Traced,PFGs,PFGs
16818,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
16869,Delta7,Delta7(PB15)_L7R3_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
17000,PFL3,PFL3(PB12c)_L1_C3,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
17024,Delta7,Delta7(PB15)_L5R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
17078,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
17143,Delta7,Delta7(PB15)_L2R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
17171,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
17286,PFL3,PFL3(PB12c)_R1_C2_irreg,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
17290,PFL3,PFL3(PB12c)_L6_C8,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
17379,Delta7,Delta7(PB15)_L4R5_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
17402,ER4m,ER4m_L,CX,cb_intrinsic,L,,Traced,ER4m,ER4m
17419,ER6,ER6_R,CX,cb_intrinsic,R,,Traced,ER6,ER6
17454,PEN_a(PEN1),PEN_a(PB06a)_L4,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
17561,ER3m,ER3m_R,CX,cb_intrinsic,R,,Traced,ER3m,ER3m
17591,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
17602,hDeltaL,hDeltaL_14_C12,CX,cb_intrinsic,L,,Traced,hDeltaL,hDeltaL
17679,ER2_d,ER2_d_R,CX,cb_intrinsic,R,,Traced,ER2_d,ER2
17728,hDeltaC,hDeltaC_14_C12,CX,cb_intrinsic,L,,Traced,hDeltaC,hDeltaC
17753,Delta7,Delta7(PB15)_L7R3_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
17780,hDeltaJ,hDeltaJ_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaJ,hDeltaJ
17801,hDeltaA,hDeltaA_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaA,hDeltaA
17804,Delta7,Delta7(PB15)_L7R2_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
17816,hDeltaB,hDeltaB_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
17820,hDeltaB,hDeltaB_02_C2,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
17874,hDeltaM,hDeltaM_C8,CX,cb_intrinsic,L,,Traced,hDeltaM,hDeltaM
17991,hDeltaA,hDeltaA_13_C11,CX,cb_intrinsic,L,,Traced,hDeltaA,hDeltaA
18058,ER2_b,ER2_b_L,CX,cb_intrinsic,L,,Traced,ER2_b,ER2
18327,PFL3,PFL3(PB12c)_R2_C6,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
18377,ER3w_b,ER3w_b_L,CX,cb_intrinsic,L,,Traced,ER3w_b,ER3w
18419,PEN_a(PEN1),PEN_a(PB06a)_L7,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
18482,hDeltaD,hDeltaD_10_C6,CX,cb_intrinsic,L,,Traced,hDeltaD,hDeltaD
18504,PEN_a(PEN1),PEN_a(PB06a)_R7,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
18508,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
18586,PFR_a,PFR_a(PB11a)_L4_C4,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
18625,PFL1,PFL1(PB12a)_R3_C6,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
18633,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
18639,Delta7,Delta7(PB15)_L7R2_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
18664,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
18670,PFR_b,PFR_b(PB11b)_R7_C2,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
18733,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
18744,PEN_a(PEN1),PEN_a(PB06a)_L5,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
18779,PEN_a(PEN1),PEN_a(PB06a)_R8,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
18803,PFL3,PFL3(PB12c)_R1_C7,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
18823,Delta7,Delta7(PB15)_L4R5_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
18851,PFL3,PFL3(PB12c)_L1_C8_irreg,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
18932,PEN_b(PEN2),PEN_b(PB06b)_R2,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
19009,PFL3,PFL3(PB12c)_L2_C9_irreg,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
19072,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
19100,hDeltaB,hDeltaB_10_C8,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
19125,EPG,EPG(PB08)_R5,CX,cb_intrinsic,R,,Traced,EPG,EPG
19169,ER3m,ER3m_L,CX,cb_intrinsic,L,,Traced,ER3m,ER3m
19189,PEN_a(PEN1),PEN_a(PB06a)_L2,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
19269,PFL1,PFL1(PB12a)_R5_C4,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
19323,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
19355,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
19367,PFGs,PFGs(PB10)_R2_C8,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
19410,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
19425,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
19443,PFR_a,PFR_a(PB11a)_R7_C3,CX,cb_intrinsic,R,,Traced,PFR_a,PFR_a
19564,PFGs,PFGs(PB10)_R6_C4,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
19569,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
19602,hDeltaB,hDeltaB_05_C5,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
19715,PFL2,PFL2(PB12b)_L4_C8,CX,cb_intrinsic,L,,Traced,PFL2,PFL2
19737,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
19760,PEN_b(PEN2),PEN_b(PB06b)_L8,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
19791,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
19798,hDeltaG,hDeltaG_14_C8,CX,cb_intrinsic,L,,Traced,hDeltaG,hDeltaG
19807,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
19825,EPG,EPG(PB08)_R6,CX,cb_intrinsic,R,,Traced,EPG,EPG
19900,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
19917,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
19935,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
20007,PEG,PEG(PB07)_R8,CX,cb_intrinsic,R,,Traced,PEG,PEG
20026,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
20231,hDeltaC,hDeltaC_10_C8,CX,cb_intrinsic,L,,Traced,hDeltaC,hDeltaC
20253,ER2_a,ER2_a_R,CX,cb_intrinsic,R,,Traced,ER2_a,ER2
20279,PFL1,PFL1(PB12a)_R2_C7,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
20317,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
20339,PFNm_b,PFNm_b_R9_C1,CX,cb_intrinsic,R,,Traced,PFNm_b,PFNm
20385,ER3a_a,ER3a_a_L,CX,cb_intrinsic,L,,Traced,ER3a_a,ER3a
20404,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
20514,ER3d_d,ER3d_d_L,CX,cb_intrinsic,L,,Traced,ER3d_d,ER3d_d
20520,hDeltaB,hDeltaB_11_C9,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
20559,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
20565,hDeltaG,hDeltaG_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaG,hDeltaG
20590,ER2_a,ER2_a_R,CX,cb_intrinsic,R,,Traced,ER2_a,ER2
20605,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
20653,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
20664,ER2_a,ER2_a_R,CX,cb_intrinsic,R,,Traced,ER2_a,ER2
20678,ER2_d,ER2_d_R,CX,cb_intrinsic,R,,Traced,ER2_d,ER2
20715,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
20781,PFGs,PFGs(PB10)_R5_C5,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
20792,hDeltaL,hDeltaL_08_C7,CX,cb_intrinsic,L,,Traced,hDeltaL,hDeltaL
20818,PEN_a(PEN1),PEN_a(PB06a)_L9,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
20883,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
20945,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
20951,hDeltaC,hDeltaC_03_C3,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
20969,hDeltaE,hDeltaE_13_C7,CX,cb_intrinsic,L,,Traced,hDeltaE,hDeltaE
20980,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
21018,hDeltaA,hDeltaA_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaA,hDeltaA
21059,ER2_d,ER2_d_R,CX,cb_intrinsic,R,,Traced,ER2_d,ER2
21179,ER2_a,ER2_a_R,CX,cb_intrinsic,R,,Traced,ER2_a,ER2
21229,hDeltaD,hDeltaD_14_C8,CX,cb_intrinsic,L,,Traced,hDeltaD,hDeltaD
21277,ER2_a,ER2_a_R,CX,cb_intrinsic,R,,Traced,ER2_a,ER2
21345,PFNd,PFNd(PB04)_R6_C4,CX,cb_intrinsic,R,,Traced,PFNd,PFNd
21449,ER2_c,ER2_c_R,CX,cb_intrinsic,R,,Traced,ER2_c,ER2
21645,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
21664,ER3d_e,ER3d_e_R,CX,cb_intrinsic,R,,Traced,ER3d_a,ER3d
21752,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
21882,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
21932,PEN_b(PEN2),PEN_b(PB06b)_L2,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
22001,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
22084,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
22086,hDeltaB,hDeltaB_13_C11,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
22240,PEN_b(PEN2),PEN_b(PB06b)_R5,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
22302,hDeltaM,hDeltaM_C3,CX,cb_intrinsic,R,,Traced,hDeltaM,hDeltaM
22446,hDeltaH,hDeltaH_11_C6,CX,cb_intrinsic,L,,Traced,hDeltaH,hDeltaH
22461,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
22644,ER3d_a,ER3d_a_R,CX,cb_intrinsic,R,,Traced,ER3d_a,"ER3d_a,ER3d_c"
22657,PFGs,PFGs(PB10)_L9_C9,CX,cb_intrinsic,L,,Traced,PFGs,PFGs
22683,hDeltaM,hDeltaM_C7,CX,cb_intrinsic,L,,Traced,hDeltaM,hDeltaM
22835,PFNd,PFNd(PB04)_R9_C1,CX,cb_intrinsic,R,,Traced,PFNd,PFNd
22838,hDeltaH,hDeltaH_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaH,hDeltaH
22923,hDeltaM,hDeltaM_C1,CX,cb_intrinsic,R,,Traced,hDeltaM,hDeltaM
23071,hDeltaE,hDeltaE_14_C8,CX,cb_intrinsic,L,,Traced,hDeltaE,hDeltaE
23080,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
23083,hDeltaK,hDeltaK_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
23090,hDeltaB,hDeltaB_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
23097,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
23159,PFL3,PFL3(PB12c)_R4_C4,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
23163,ER3a_a,ER3a_a_R,CX,cb_intrinsic,R,,Traced,ER3a_a,ER3a
23180,PFGs,PFGs(PB10)_L3_C3,CX,cb_intrinsic,L,,Traced,PFGs,PFGs
23197,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
23231,hDeltaC,hDeltaC_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
23273,PEN_b(PEN2),PEN_b(PB06b)_L3,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
23315,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
23359,hDeltaK,hDeltaK_12_C10,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
23381,hDeltaD,hDeltaD_02_C2,CX,cb_intrinsic,R,,Traced,hDeltaD,hDeltaD
23461,PFNa,PFNa(PB03)_R7_C4,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
23520,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
23619,PEN_b(PEN2),PEN_b(PB06b)_R9,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
23630,hDeltaC,hDeltaC_14_C12,CX,cb_intrinsic,L,,Traced,hDeltaC,hDeltaC
23643,FC3_c,FC3_c_C5_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
23703,ER1_b,ER1_b_R,CX,cb_intrinsic,R,,Traced,ER1_b,ER1
23779,PFGs,PFGs(PB10)_R9_C1,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
23858,hDeltaK,hDeltaK_14_C12a,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
23859,ER3a_d,ER3a_d_R,CX,cb_intrinsic,R,,Traced,ER3a_d,ER3a
23874,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
23986,hDeltaD,hDeltaD_13_C7,CX,cb_intrinsic,L,,Traced,hDeltaD,hDeltaD
24076,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
24093,ER3w_a,ER3w_a_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w
24122,ER4d,ER4d_R,CX,cb_intrinsic,R,,Traced,ER4d,ER4d
24153,hDeltaK,hDeltaK_05_C5,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
24314,hDeltaK,hDeltaK_01_C1a,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
24382,PEN_b(PEN2),PEN_b(PB06b)_R3,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
24387,hDeltaF,hDeltaF_10_C5b,CX,cb_intrinsic,L,,Traced,hDeltaF,hDeltaF
24459,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
24549,ER3w_c,ER3w_c_L,CX,cb_intrinsic,L,,Traced,ER3w_a,ER3w
24671,hDeltaK,hDeltaK_01_C1b,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
24683,PFNv,PFNv(PB05)_L5_C4,CX,cb_intrinsic,L,,Traced,PFNv,PFNv
24879,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
24963,hDeltaK,hDeltaK_05_C5,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
25024,hDeltaK,hDeltaK_08_C7b,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
25036,hDeltaK,hDeltaK_01_C1b,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
25137,hDeltaK,hDeltaK_08_C7c,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
25176,hDeltaK,hDeltaK_02_C2,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
25184,PEN_b(PEN2),PEN_b(PB06b)_L4,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
25194,PFNa,PFNa(PB03)_L6_C5,CX,cb_intrinsic,L,,Traced,PFNa,PFNa
25203,ER3w_c,ER3w_c_L,CX,cb_intrinsic,L,,Traced,ER3w_a,ER3w
25210,hDeltaH,hDeltaH_08_C5,CX,cb_intrinsic,L,,Traced,hDeltaH,hDeltaH
25297,ER3w_a,ER3w_a_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w
25329,ER3d_c,ER3d_c_L,CX,cb_intrinsic,L,,Traced,ER3d_c,"ER3d_a,ER3d_c"
25359,ER3p_a,ER3p_a_R,CX,cb_intrinsic,R,,Traced,ER3p_a,ER3p
25447,ER3w_c,ER3w_c_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w
25494,ER3d_e,ER3d_e_L,CX,cb_intrinsic,L,,Traced,ER3d_a,ER3d
25501,ER3w_b,ER3w_b_L,CX,cb_intrinsic,L,,Traced,ER3w_b,ER3w
25549,PFR_b,PFR_b(PB11b)_R4_C5,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
25709,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
25773,PFNv,PFNv(PB05)_L8_C7,CX,cb_intrinsic,L,,Traced,PFNv,PFNv
25792,PEN_a(PEN1),PEN_a(PB06a)_R4,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
25797,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
25808,hDeltaC,hDeltaC_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
25841,ER3w_b,ER3w_b_L,CX,cb_intrinsic,L,,Traced,ER3w_b,ER3w
25982,PFNd,PFNd(PB04)_L2_C1,CX,cb_intrinsic,L,,Traced,PFNd,PFNd
26038,PFL3,PFL3(PB12c)_L5_C7,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
26064,hDeltaK,hDeltaK_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
26136,ER2_b,ER2_b_R,CX,cb_intrinsic,R,,Traced,ER2_b,ER2
26242,hDeltaK,hDeltaK_02_C2,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
